tokenID,name,description,file_name,attributes[Sill],attributes[Socket],attributes[Flask],attributes[Serum],attributes[Melt],attributes[Coil],attributes[Lid]
112,Lamp #112,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,112.gif,Velvet Sill,Ceramic Socket,Teardrop Flask,Violet Serum,Black Melt,White-Hot Coil,Gold Lid
113,Lamp #113,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,113.gif,Velvet Sill,Cone Socket,Cylinder Flask,Cyan Serum,White Melt,Dim Coil,Gold Lid
114,Lamp #114,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,114.gif,Wood Sill,Ceramic Socket,Bulb Flask,Amber Serum,Black Melt,Dim Coil,Painted Lid
115,Lamp #115,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,115.gif,Formica Sill,Mushroom Socket,Cylinder Flask,Clear Serum,Crimson Melt,Dim Coil,Chrome Lid
116,Lamp #116,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,116.gif,Night Sill,Saucer Socket,Bulb Flask,Clear Serum,Magenta Melt,Dim Coil,Painted Lid
117,Lamp #117,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,117.gif,Night Sill,Saucer Socket,Bulb Flask,Cyan Serum,Gold Melt,White-Hot Coil,No Lid
118,Lamp #118,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,118.gif,Velvet Sill,Cone Socket,Taper Flask,Green Serum,Black Melt,White-Hot Coil,Chrome Lid
119,Lamp #119,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,119.gif,Tile Sill,Mushroom Socket,Cylinder Flask,Cyan Serum,Magenta Melt,Orange Coil,Chrome Lid
120,Lamp #120,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,120.gif,Wood Sill,Cube Socket,Taper Flask,Amber Serum,White Melt,White-Hot Coil,Gold Lid
121,Lamp #121,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,121.gif,Night Sill,Mushroom Socket,Taper Flask,Cyan Serum,Crimson Melt,White-Hot Coil,Gold Lid
122,Lamp #122,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,122.gif,Tile Sill,Rocket Socket,Cylinder Flask,Cyan Serum,Gold Melt,Orange Coil,Chrome Lid
123,Lamp #123,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,123.gif,Velvet Sill,Saucer Socket,Bulb Flask,Cyan Serum,Crimson Melt,White-Hot Coil,Painted Lid
124,Lamp #124,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,124.gif,Wood Sill,Walnut Socket,Bulb Flask,Cyan Serum,Magenta Melt,Dim Coil,Painted Lid
125,Lamp #125,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,125.gif,Wood Sill,Cube Socket,Cylinder Flask,Amber Serum,Magenta Melt,Dim Coil,Gold Lid
126,Lamp #126,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,126.gif,Wood Sill,Rocket Socket,Cylinder Flask,Clear Serum,Black Melt,Dim Coil,Gold Lid
127,Lamp #127,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,127.gif,Formica Sill,Rocket Socket,Taper Flask,Violet Serum,Black Melt,White-Hot Coil,No Lid
128,Lamp #128,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,128.gif,Velvet Sill,Rocket Socket,Taper Flask,Cyan Serum,Black Melt,White-Hot Coil,No Lid
129,Lamp #129,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,129.gif,Formica Sill,Rocket Socket,Bulb Flask,Clear Serum,Magenta Melt,White-Hot Coil,Chrome Lid
130,Lamp #130,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,130.gif,Night Sill,Chrome Socket,Teardrop Flask,Cyan Serum,White Melt,Dim Coil,No Lid
131,Lamp #131,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,131.gif,Wood Sill,Cone Socket,Taper Flask,Amber Serum,Magenta Melt,Dim Coil,Gold Lid
132,Lamp #132,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,132.gif,Wood Sill,Cone Socket,Teardrop Flask,Cyan Serum,Crimson Melt,Dim Coil,Chrome Lid
133,Lamp #133,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,133.gif,Tile Sill,Ceramic Socket,Bulb Flask,Cyan Serum,Black Melt,White-Hot Coil,No Lid
134,Lamp #134,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,134.gif,Tile Sill,Saucer Socket,Teardrop Flask,Amber Serum,Gold Melt,Dim Coil,Chrome Lid
135,Lamp #135,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,135.gif,Tile Sill,Saucer Socket,Bulb Flask,Violet Serum,Black Melt,Dim Coil,Gold Lid
136,Lamp #136,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,136.gif,Tile Sill,Mushroom Socket,Taper Flask,Green Serum,Magenta Melt,White-Hot Coil,No Lid
137,Lamp #137,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,137.gif,Velvet Sill,Walnut Socket,Teardrop Flask,Amber Serum,Magenta Melt,Dim Coil,No Lid
138,Lamp #138,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,138.gif,Tile Sill,Mushroom Socket,Bulb Flask,Cyan Serum,Gold Melt,White-Hot Coil,No Lid
139,Lamp #139,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,139.gif,Wood Sill,Walnut Socket,Taper Flask,Violet Serum,White Melt,Dim Coil,Chrome Lid
140,Lamp #140,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,140.gif,Wood Sill,Saucer Socket,Bulb Flask,Amber Serum,Magenta Melt,White-Hot Coil,Gold Lid
141,Lamp #141,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,141.gif,Velvet Sill,Saucer Socket,Cylinder Flask,Violet Serum,Black Melt,Dim Coil,Painted Lid
142,Lamp #142,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,142.gif,Night Sill,Mushroom Socket,Bulb Flask,Violet Serum,Crimson Melt,Orange Coil,Gold Lid
143,Lamp #143,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,143.gif,Tile Sill,Saucer Socket,Taper Flask,Green Serum,Magenta Melt,Orange Coil,No Lid
144,Lamp #144,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,144.gif,Velvet Sill,Ceramic Socket,Teardrop Flask,Green Serum,Crimson Melt,Dim Coil,Chrome Lid
145,Lamp #145,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,145.gif,Velvet Sill,Mushroom Socket,Teardrop Flask,Cyan Serum,Black Melt,White-Hot Coil,Painted Lid
146,Lamp #146,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,146.gif,Tile Sill,Walnut Socket,Teardrop Flask,Green Serum,Gold Melt,Dim Coil,Painted Lid
147,Lamp #147,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,147.gif,Velvet Sill,Rocket Socket,Taper Flask,Green Serum,White Melt,Orange Coil,Chrome Lid
148,Lamp #148,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,148.gif,Tile Sill,Rocket Socket,Bulb Flask,Green Serum,Magenta Melt,Dim Coil,No Lid
149,Lamp #149,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,149.gif,Wood Sill,Saucer Socket,Cylinder Flask,Amber Serum,Gold Melt,White-Hot Coil,Chrome Lid
150,Lamp #150,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,150.gif,Night Sill,Cube Socket,Cylinder Flask,Clear Serum,White Melt,Orange Coil,Gold Lid
151,Lamp #151,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,151.gif,Wood Sill,Cone Socket,Cylinder Flask,Violet Serum,White Melt,White-Hot Coil,Chrome Lid
152,Lamp #152,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,152.gif,Formica Sill,Ceramic Socket,Taper Flask,Violet Serum,Gold Melt,Dim Coil,Gold Lid
153,Lamp #153,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,153.gif,Velvet Sill,Walnut Socket,Bulb Flask,Clear Serum,Crimson Melt,White-Hot Coil,Chrome Lid
154,Lamp #154,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,154.gif,Night Sill,Walnut Socket,Taper Flask,Cyan Serum,Crimson Melt,Orange Coil,Chrome Lid
155,Lamp #155,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,155.gif,Velvet Sill,Walnut Socket,Cylinder Flask,Clear Serum,White Melt,Dim Coil,No Lid
156,Lamp #156,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,156.gif,Night Sill,Cube Socket,Cylinder Flask,Violet Serum,Gold Melt,White-Hot Coil,No Lid
157,Lamp #157,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,157.gif,Formica Sill,Walnut Socket,Taper Flask,Clear Serum,White Melt,White-Hot Coil,Chrome Lid
158,Lamp #158,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,158.gif,Wood Sill,Walnut Socket,Cylinder Flask,Cyan Serum,White Melt,White-Hot Coil,No Lid
159,Lamp #159,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,159.gif,Velvet Sill,Mushroom Socket,Bulb Flask,Cyan Serum,Gold Melt,Dim Coil,Chrome Lid
160,Lamp #160,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,160.gif,Night Sill,Cone Socket,Teardrop Flask,Clear Serum,Crimson Melt,White-Hot Coil,Chrome Lid
161,Lamp #161,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,161.gif,Formica Sill,Rocket Socket,Taper Flask,Green Serum,Black Melt,Dim Coil,Painted Lid
162,Lamp #162,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,162.gif,Wood Sill,Mushroom Socket,Cylinder Flask,Green Serum,Black Melt,Dim Coil,Chrome Lid
163,Lamp #163,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,163.gif,Formica Sill,Ceramic Socket,Bulb Flask,Green Serum,Crimson Melt,Dim Coil,Gold Lid
164,Lamp #164,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,164.gif,Tile Sill,Walnut Socket,Cylinder Flask,Violet Serum,Gold Melt,White-Hot Coil,Painted Lid
165,Lamp #165,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,165.gif,Formica Sill,Rocket Socket,Teardrop Flask,Violet Serum,Gold Melt,Orange Coil,Painted Lid
166,Lamp #166,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,166.gif,Velvet Sill,Saucer Socket,Taper Flask,Violet Serum,Magenta Melt,White-Hot Coil,Chrome Lid
167,Lamp #167,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,167.gif,Night Sill,Mushroom Socket,Bulb Flask,Cyan Serum,Magenta Melt,White-Hot Coil,Gold Lid
168,Lamp #168,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,168.gif,Wood Sill,Walnut Socket,Taper Flask,Clear Serum,Crimson Melt,Orange Coil,No Lid
169,Lamp #169,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,169.gif,Night Sill,Cube Socket,Taper Flask,Cyan Serum,Black Melt,Dim Coil,Chrome Lid
170,Lamp #170,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,170.gif,Velvet Sill,Ceramic Socket,Taper Flask,Clear Serum,Gold Melt,Orange Coil,Chrome Lid
171,Lamp #171,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,171.gif,Wood Sill,Saucer Socket,Bulb Flask,Amber Serum,Crimson Melt,Dim Coil,Painted Lid
172,Lamp #172,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,172.gif,Wood Sill,Chrome Socket,Bulb Flask,Cyan Serum,Magenta Melt,White-Hot Coil,Chrome Lid
173,Lamp #173,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,173.gif,Velvet Sill,Chrome Socket,Cylinder Flask,Violet Serum,Crimson Melt,Dim Coil,Gold Lid
174,Lamp #174,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,174.gif,Night Sill,Cube Socket,Taper Flask,Cyan Serum,Black Melt,Orange Coil,No Lid
175,Lamp #175,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,175.gif,Formica Sill,Rocket Socket,Teardrop Flask,Violet Serum,Crimson Melt,Orange Coil,Painted Lid
176,Lamp #176,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,176.gif,Wood Sill,Ceramic Socket,Cylinder Flask,Clear Serum,Crimson Melt,Dim Coil,Gold Lid
177,Lamp #177,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,177.gif,Tile Sill,Mushroom Socket,Bulb Flask,Green Serum,White Melt,Dim Coil,Chrome Lid
178,Lamp #178,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,178.gif,Velvet Sill,Rocket Socket,Teardrop Flask,Clear Serum,Black Melt,Dim Coil,Painted Lid
179,Lamp #179,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,179.gif,Velvet Sill,Walnut Socket,Taper Flask,Amber Serum,White Melt,Orange Coil,Gold Lid
180,Lamp #180,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,180.gif,Tile Sill,Rocket Socket,Cylinder Flask,Clear Serum,Magenta Melt,Dim Coil,No Lid
181,Lamp #181,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,181.gif,Formica Sill,Cone Socket,Taper Flask,Cyan Serum,Gold Melt,Dim Coil,Chrome Lid
182,Lamp #182,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,182.gif,Wood Sill,Walnut Socket,Bulb Flask,Amber Serum,Gold Melt,Dim Coil,Chrome Lid
183,Lamp #183,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,183.gif,Tile Sill,Cone Socket,Bulb Flask,Green Serum,Crimson Melt,Orange Coil,Painted Lid
184,Lamp #184,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,184.gif,Wood Sill,Cube Socket,Cylinder Flask,Violet Serum,White Melt,Dim Coil,Painted Lid
185,Lamp #185,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,185.gif,Formica Sill,Saucer Socket,Cylinder Flask,Amber Serum,Black Melt,Dim Coil,Chrome Lid
186,Lamp #186,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,186.gif,Velvet Sill,Mushroom Socket,Cylinder Flask,Clear Serum,Gold Melt,Orange Coil,No Lid
187,Lamp #187,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,187.gif,Tile Sill,Ceramic Socket,Bulb Flask,Clear Serum,Crimson Melt,Orange Coil,Painted Lid
188,Lamp #188,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,188.gif,Wood Sill,Rocket Socket,Cylinder Flask,Violet Serum,White Melt,White-Hot Coil,Gold Lid
189,Lamp #189,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,189.gif,Wood Sill,Cube Socket,Taper Flask,Amber Serum,Magenta Melt,Orange Coil,Chrome Lid
190,Lamp #190,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,190.gif,Wood Sill,Rocket Socket,Taper Flask,Green Serum,Crimson Melt,Orange Coil,No Lid
191,Lamp #191,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,191.gif,Formica Sill,Ceramic Socket,Cylinder Flask,Green Serum,White Melt,Orange Coil,Painted Lid
