tokenID,name,description,file_name,attributes[Night],attributes[Sheet],attributes[Mug],attributes[Hat],attributes[Wrap],attributes[Charm]
160,Shook'um #160,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,160.gif,Parchment,Blush,Wink,None,None,Moon
161,Shook'um #161,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,161.gif,Blush,Classic,Wink,None,Scarf,Candy Corn
162,Shook'um #162,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,162.gif,Graveyard,Classic,Sleepy,Witch,Cape,None
163,Shook'um #163,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,163.gif,Dusk,Classic,Angry,None,None,Pumpkin
164,Shook'um #164,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,164.gif,Fog,Classic,Sad,Witch,Chain,Candy
165,Shook'um #165,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,165.gif,Pumpkin,Blush,Sad,Pumpkin,None,Moon
166,Shook'um #166,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,166.gif,Blush,Classic,Normal,Pumpkin,Chain,Candy
167,Shook'um #167,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,167.gif,Fog,Classic,Wink,None,Chain,Pumpkin
168,Shook'um #168,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,168.gif,Dusk,Blush,Starry,None,Pearls,None
169,Shook'um #169,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,169.gif,Pumpkin,Classic,Blep,Halo,Chain,Broom
170,Shook'um #170,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,170.gif,Parchment,Classic,Sleepy,Cat Ears,Scarf,Candy
171,Shook'um #171,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,171.gif,Pumpkin,Void,Sad,Witch,Chain,Moon
172,Shook'um #172,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,172.gif,Blood Moon,Classic,Heart,Pumpkin,Collar,Pumpkin
173,Shook'um #173,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,173.gif,Candy,Classic,Spooked,Flower,None,Broom
174,Shook'um #174,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,174.gif,Parchment,Blush,Sleepy,Witch,Chain,None
175,Shook'um #175,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,175.gif,Blush,Classic,Angry,Bow,None,Pumpkin
176,Shook'um #176,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,176.gif,Midnight,Classic,Blep,Bow,None,Moon
177,Shook'um #177,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,177.gif,Pumpkin,Void,Normal,Bow,None,None
178,Shook'um #178,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,178.gif,Parchment,Classic,Spooked,None,Cape,Candy
179,Shook'um #179,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,179.gif,Parchment,Classic,Starry,Crown,None,Potion
180,Shook'um #180,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,180.gif,Blush,Void,Spooked,Pumpkin,None,Potion
181,Shook'um #181,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,181.gif,Fog,Blush,Normal,Party,Pearls,Moon
182,Shook'um #182,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,182.gif,Graveyard,Blush,Normal,Wizard,Cape,None
183,Shook'um #183,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,183.gif,Dusk,Void,Spooked,Halo,None,Potion
184,Shook'um #184,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,184.gif,Blush,Classic,Sad,Party,None,Candy Corn
185,Shook'um #185,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,185.gif,Pumpkin,Classic,Heart,Bow,None,Broom
186,Shook'um #186,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,186.gif,Fog,Blush,Sleepy,None,Collar,None
187,Shook'um #187,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,187.gif,Graveyard,Classic,Normal,Wizard,None,Pumpkin
188,Shook'um #188,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,188.gif,Blush,Classic,Blep,Cat Ears,Collar,Bat
189,Shook'um #189,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,189.gif,Blush,Void,Wink,Party,Collar,Candy
190,Shook'um #190,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,190.gif,Blood Moon,Classic,Spooked,Crown,None,Candy Corn
191,Shook'um #191,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,191.gif,Graveyard,Classic,Sad,Cat Ears,Collar,Broom
192,Shook'um #192,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,192.gif,Graveyard,Classic,Spooked,Pumpkin,Chain,Candy
193,Shook'um #193,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,193.gif,Fog,Blush,Sad,None,Chain,None
194,Shook'um #194,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,194.gif,Dusk,Classic,Sleepy,Bow,None,Candy Corn
195,Shook'um #195,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,195.gif,Midnight,Classic,Wink,Witch,Scarf,Candy
196,Shook'um #196,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,196.gif,Blush,Classic,Sparkly,Flower,None,Broom
197,Shook'um #197,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,197.gif,Parchment,Void,Angry,Bow,Pearls,None
198,Shook'um #198,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,198.gif,Candy,Void,Sleepy,None,None,None
199,Shook'um #199,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,199.gif,Parchment,Void,Normal,None,Scarf,Candy
200,Shook'um #200,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,200.gif,Midnight,Classic,Blep,Party,Collar,Potion
201,Shook'um #201,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,201.gif,Midnight,Void,Normal,Pumpkin,Collar,Candy Corn
202,Shook'um #202,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,202.gif,Parchment,Classic,Angry,None,None,Bat
203,Shook'um #203,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,203.gif,Parchment,Classic,Sleepy,Pumpkin,None,None
204,Shook'um #204,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,204.gif,Midnight,Blush,Normal,Halo,None,None
205,Shook'um #205,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,205.gif,Candy,Classic,Normal,Witch,Chain,Pumpkin
206,Shook'um #206,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,206.gif,Fog,Classic,Blep,None,None,Potion
207,Shook'um #207,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,207.gif,Pumpkin,Classic,Normal,Pumpkin,None,Potion
208,Shook'um #208,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,208.gif,Dusk,Classic,Sleepy,None,Collar,Candy Corn
209,Shook'um #209,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,209.gif,Parchment,Void,Starry,None,None,Candy Corn
210,Shook'um #210,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,210.gif,Candy,Blush,Spooked,Halo,Scarf,Candy
211,Shook'um #211,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,211.gif,Parchment,Blush,Starry,None,None,Pumpkin
212,Shook'um #212,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,212.gif,Candy,Void,Blep,None,Bowtie,Candy Corn
213,Shook'um #213,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,213.gif,Fog,Blush,Blep,Halo,Scarf,Potion
214,Shook'um #214,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,214.gif,Blush,Blush,Sad,None,Bowtie,Candy
215,Shook'um #215,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,215.gif,Blush,Classic,Sleepy,Flower,Chain,None
216,Shook'um #216,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,216.gif,Parchment,Classic,Spooked,None,Bowtie,Candy Corn
217,Shook'um #217,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,217.gif,Fog,Classic,Normal,None,Scarf,Bat
218,Shook'um #218,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,218.gif,Blush,Classic,Sleepy,Bow,Scarf,Candy Corn
219,Shook'um #219,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,219.gif,Blood Moon,Classic,Angry,None,Cape,None
220,Shook'um #220,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,220.gif,Parchment,Classic,Spooked,None,None,Pumpkin
221,Shook'um #221,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,221.gif,Midnight,Blush,Angry,Pumpkin,Chain,Candy Corn
222,Shook'um #222,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,222.gif,Parchment,Void,Sparkly,None,Pearls,Moon
223,Shook'um #223,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,223.gif,Parchment,Classic,Spooked,Flower,Chain,Potion
224,Shook'um #224,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,224.gif,Dusk,Classic,Normal,Wizard,Chain,None
225,Shook'um #225,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,225.gif,Midnight,Blush,Sad,Pumpkin,Collar,Broom
226,Shook'um #226,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,226.gif,Pumpkin,Blush,Spooked,None,None,None
227,Shook'um #227,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,227.gif,Candy,Void,Sleepy,Cat Ears,None,Pumpkin
228,Shook'um #228,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,228.gif,Dusk,Classic,Wink,None,None,None
229,Shook'um #229,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,229.gif,Parchment,Blush,Spooked,None,None,None
230,Shook'um #230,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,230.gif,Parchment,Void,Spooked,Crown,None,Bat
231,Shook'um #231,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,231.gif,Blood Moon,Classic,Angry,Bow,Pearls,Bat
232,Shook'um #232,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,232.gif,Graveyard,Classic,Sad,Bow,Pearls,Candy Corn
233,Shook'um #233,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,233.gif,Void,Classic,Angry,Pumpkin,None,None
234,Shook'um #234,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,234.gif,Fog,Blush,Spooked,Party,Scarf,None
235,Shook'um #235,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,235.gif,Candy,Classic,Normal,Wizard,Pearls,None
236,Shook'um #236,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,236.gif,Dusk,Classic,Spooked,Wizard,Bowtie,None
237,Shook'um #237,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,237.gif,Blush,Blush,Blep,Flower,Chain,None
238,Shook'um #238,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,238.gif,Dusk,Blush,Sad,Cat Ears,Chain,Pumpkin
239,Shook'um #239,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,239.gif,Parchment,Blush,Wink,Bow,Scarf,Candy
240,Shook'um #240,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,240.gif,Graveyard,Classic,Normal,None,Collar,Candy Corn
241,Shook'um #241,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,241.gif,Parchment,Classic,Wink,Cat Ears,Scarf,Candy
242,Shook'um #242,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,242.gif,Parchment,Classic,Spooked,Witch,Scarf,Candy
243,Shook'um #243,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,243.gif,Candy,Classic,Angry,Bow,None,None
244,Shook'um #244,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,244.gif,Pumpkin,Blush,Blep,None,None,Potion
245,Shook'um #245,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,245.gif,Fog,Classic,Wink,Cat Ears,None,None
246,Shook'um #246,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,246.gif,Pumpkin,Blush,Sparkly,Witch,Scarf,Potion
247,Shook'um #247,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,247.gif,Graveyard,Classic,Sleepy,Pumpkin,None,None
248,Shook'um #248,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,248.gif,Candy,Blush,Sleepy,None,Chain,Pumpkin
249,Shook'um #249,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,249.gif,Parchment,Classic,Spooked,None,Chain,Pumpkin
250,Shook'um #250,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,250.gif,Candy,Classic,Heart,Witch,Cape,Moon
251,Shook'um #251,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,251.gif,Dusk,Classic,Sparkly,Cat Ears,Pearls,Bat
252,Shook'um #252,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,252.gif,Parchment,Void,Spooked,Bow,Scarf,None
253,Shook'um #253,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,253.gif,Candy,Classic,Spooked,None,Chain,None
254,Shook'um #254,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,254.gif,Candy,Blush,Blep,Pumpkin,Scarf,Potion
255,Shook'um #255,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,255.gif,Blush,Classic,Sparkly,Wizard,None,None
256,Shook'um #256,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,256.gif,Midnight,Classic,Angry,Flower,Collar,Pumpkin
257,Shook'um #257,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,257.gif,Graveyard,Classic,Angry,Cat Ears,None,Candy
258,Shook'um #258,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,258.gif,Midnight,Void,Wink,None,None,None
259,Shook'um #259,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,259.gif,Pumpkin,Classic,Wink,Pumpkin,None,None
260,Shook'um #260,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,260.gif,Parchment,Classic,Normal,Witch,Bowtie,None
261,Shook'um #261,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,261.gif,Candy,Classic,Spooked,Cat Ears,Pearls,Moon
262,Shook'um #262,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,262.gif,Pumpkin,Classic,Normal,Bow,None,None
263,Shook'um #263,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,263.gif,Graveyard,Classic,Angry,None,None,Pumpkin
