tokenID,name,description,file_name,attributes[Venue],attributes[Note],attributes[Expression],attributes[Topper],attributes[Cable],attributes[Riff]
153,Groovy #153,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,153.gif,Lava Lamp,Beamed,Groove,Shades,None,Bolt
154,Groovy #154,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,154.gif,Sunset Strip,Whole,Cool,None,Gold Chain,None
155,Groovy #155,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,155.gif,Blacklight,Quarter,Wink,Halo,Cans,None
156,Groovy #156,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,156.gif,Sunset Strip,Quarter,Cool,Afro,Mic,Treble
157,Groovy #157,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,157.gif,Sunset Strip,Quarter,Cool,Beanie,Cans,Treble
158,Groovy #158,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,158.gif,Blacklight,Whole,Starry,Afro,None,None
159,Groovy #159,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,159.gif,Lava Lamp,Whole,Groove,Beanie,None,None
160,Groovy #160,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,160.gif,Chrome Wash,Beamed,Groove,None,Gold Chain,Bolt
161,Groovy #161,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,161.gif,Sunset Strip,Beamed,Cool,Afro,None,Treble
162,Groovy #162,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,162.gif,Sunset Strip,Quarter,Groove,Afro,Cans,Vinyl
163,Groovy #163,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,163.gif,Chrome Wash,Quarter,Cool,Afro,Gold Chain,None
164,Groovy #164,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,164.gif,Sunset Strip,Beamed,Wink,Afro,None,Treble
165,Groovy #165,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,165.gif,Lava Lamp,Quarter,Shout,Halo,None,Bolt
166,Groovy #166,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,166.gif,Blacklight,Quarter,Shout,None,None,Treble
167,Groovy #167,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,167.gif,Velvet Night,Beamed,Shout,Beanie,None,None
168,Groovy #168,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,168.gif,Velvet Night,Eighth,Shout,Afro,Gold Chain,Vinyl
169,Groovy #169,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,169.gif,Disco Floor,Quarter,Wink,Shades,Mic,None
170,Groovy #170,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,170.gif,Disco Floor,Quarter,Starry,Afro,None,None
171,Groovy #171,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,171.gif,Lava Lamp,Eighth,Cool,Halo,Cans,None
172,Groovy #172,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,172.gif,Sunset Strip,Eighth,Starry,Beanie,None,Stars
173,Groovy #173,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,173.gif,Velvet Night,Whole,Shout,None,None,Treble
174,Groovy #174,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,174.gif,Velvet Night,Whole,Shout,Afro,Gold Chain,Treble
175,Groovy #175,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,175.gif,Lava Lamp,Whole,Groove,None,Mic,None
176,Groovy #176,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,176.gif,Lava Lamp,Whole,Wink,Shades,None,Vinyl
177,Groovy #177,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,177.gif,Lava Lamp,Eighth,Cool,Afro,None,Vinyl
178,Groovy #178,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,178.gif,Disco Floor,Quarter,Groove,Afro,Mic,Treble
179,Groovy #179,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,179.gif,Velvet Night,Quarter,Groove,Beanie,Cans,None
180,Groovy #180,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,180.gif,Velvet Night,Quarter,Shout,Shades,Gold Chain,None
181,Groovy #181,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,181.gif,Sunset Strip,Whole,Groove,None,None,Vinyl
182,Groovy #182,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,182.gif,Blacklight,Whole,Shout,Shades,Gold Chain,Treble
183,Groovy #183,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,183.gif,Sunset Strip,Eighth,Cool,Afro,Mic,Bolt
184,Groovy #184,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,184.gif,Sunset Strip,Whole,Shout,None,None,Bolt
185,Groovy #185,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,185.gif,Disco Floor,Quarter,Cool,None,None,Stars
186,Groovy #186,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,186.gif,Velvet Night,Quarter,Shout,Beanie,Mic,Stars
187,Groovy #187,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,187.gif,Lava Lamp,Whole,Cool,Halo,Mic,None
188,Groovy #188,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,188.gif,Blacklight,Eighth,Groove,Afro,None,None
189,Groovy #189,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,189.gif,Blacklight,Quarter,Shout,None,Mic,Vinyl
190,Groovy #190,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,190.gif,Blacklight,Whole,Cool,None,None,Vinyl
191,Groovy #191,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,191.gif,Blacklight,Quarter,Shout,Afro,Gold Chain,None
192,Groovy #192,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,192.gif,Lava Lamp,Eighth,Shout,Beanie,Mic,Stars
193,Groovy #193,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,193.gif,Blacklight,Quarter,Shout,Shades,None,Stars
194,Groovy #194,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,194.gif,Velvet Night,Eighth,Shout,None,Mic,Treble
195,Groovy #195,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,195.gif,Sunset Strip,Quarter,Starry,Halo,Gold Chain,Treble
196,Groovy #196,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,196.gif,Velvet Night,Beamed,Shout,None,Cans,None
197,Groovy #197,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,197.gif,Disco Floor,Quarter,Groove,None,Mic,Treble
198,Groovy #198,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,198.gif,Sunset Strip,Quarter,Shout,Halo,None,Bolt
199,Groovy #199,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,199.gif,Disco Floor,Whole,Shout,Afro,None,Stars
200,Groovy #200,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,200.gif,Disco Floor,Whole,Starry,Shades,None,Stars
201,Groovy #201,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,201.gif,Blacklight,Quarter,Cool,Halo,Gold Chain,Stars
202,Groovy #202,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,202.gif,Velvet Night,Eighth,Cool,Shades,None,None
203,Groovy #203,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,203.gif,Chrome Wash,Quarter,Wink,Afro,Cans,Vinyl
204,Groovy #204,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,204.gif,Disco Floor,Quarter,Groove,Afro,None,Stars
205,Groovy #205,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,205.gif,Chrome Wash,Quarter,Shout,Halo,None,None
206,Groovy #206,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,206.gif,Sunset Strip,Eighth,Shout,Afro,Mic,None
207,Groovy #207,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,207.gif,Disco Floor,Beamed,Starry,Afro,Cans,Treble
208,Groovy #208,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,208.gif,Lava Lamp,Quarter,Groove,Shades,Cans,None
209,Groovy #209,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,209.gif,Disco Floor,Quarter,Cool,Afro,Gold Chain,Bolt
210,Groovy #210,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,210.gif,Velvet Night,Quarter,Shout,Beanie,Gold Chain,None
211,Groovy #211,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,211.gif,Chrome Wash,Quarter,Starry,None,Gold Chain,Treble
212,Groovy #212,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,212.gif,Disco Floor,Beamed,Cool,Halo,Gold Chain,Stars
213,Groovy #213,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,213.gif,Disco Floor,Quarter,Cool,Halo,Mic,Treble
214,Groovy #214,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,214.gif,Velvet Night,Eighth,Wink,None,Mic,None
215,Groovy #215,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,215.gif,Blacklight,Quarter,Wink,Halo,Gold Chain,None
216,Groovy #216,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,216.gif,Chrome Wash,Beamed,Wink,Afro,Cans,None
217,Groovy #217,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,217.gif,Sunset Strip,Quarter,Groove,Beanie,None,None
218,Groovy #218,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,218.gif,Chrome Wash,Quarter,Wink,Afro,None,Treble
219,Groovy #219,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,219.gif,Chrome Wash,Beamed,Groove,Shades,None,None
220,Groovy #220,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,220.gif,Lava Lamp,Eighth,Groove,Beanie,Mic,Treble
221,Groovy #221,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,221.gif,Chrome Wash,Whole,Starry,Shades,Gold Chain,Treble
222,Groovy #222,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,222.gif,Lava Lamp,Eighth,Starry,None,Gold Chain,Treble
223,Groovy #223,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,223.gif,Sunset Strip,Quarter,Cool,Shades,None,None
224,Groovy #224,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,224.gif,Disco Floor,Eighth,Wink,Afro,None,None
225,Groovy #225,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,225.gif,Lava Lamp,Quarter,Shout,Shades,Mic,Stars
226,Groovy #226,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,226.gif,Blacklight,Eighth,Shout,Afro,Cans,Bolt
227,Groovy #227,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,227.gif,Velvet Night,Beamed,Shout,Beanie,Cans,None
228,Groovy #228,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,228.gif,Disco Floor,Quarter,Starry,Beanie,None,Treble
229,Groovy #229,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,229.gif,Lava Lamp,Whole,Cool,None,None,Vinyl
230,Groovy #230,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,230.gif,Lava Lamp,Eighth,Starry,Shades,Mic,None
231,Groovy #231,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,231.gif,Velvet Night,Quarter,Wink,Shades,None,None
232,Groovy #232,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,232.gif,Disco Floor,Whole,Wink,Halo,None,None
233,Groovy #233,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,233.gif,Blacklight,Beamed,Cool,Halo,Mic,Bolt
234,Groovy #234,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,234.gif,Velvet Night,Whole,Groove,Beanie,None,Vinyl
235,Groovy #235,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,235.gif,Sunset Strip,Quarter,Groove,Afro,Mic,None
236,Groovy #236,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,236.gif,Blacklight,Eighth,Cool,Afro,Gold Chain,Treble
237,Groovy #237,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,237.gif,Chrome Wash,Eighth,Groove,Beanie,Cans,Stars
238,Groovy #238,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,238.gif,Disco Floor,Eighth,Groove,Shades,Cans,Treble
239,Groovy #239,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,239.gif,Sunset Strip,Quarter,Wink,None,Mic,Bolt
240,Groovy #240,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,240.gif,Chrome Wash,Whole,Wink,Halo,Gold Chain,Bolt
241,Groovy #241,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,241.gif,Blacklight,Quarter,Shout,Beanie,Gold Chain,Vinyl
242,Groovy #242,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,242.gif,Sunset Strip,Eighth,Cool,Shades,Mic,None
243,Groovy #243,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,243.gif,Lava Lamp,Quarter,Cool,Afro,Gold Chain,Vinyl
244,Groovy #244,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,244.gif,Sunset Strip,Quarter,Cool,None,Mic,Bolt
245,Groovy #245,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,245.gif,Chrome Wash,Whole,Wink,None,Gold Chain,None
246,Groovy #246,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,246.gif,Lava Lamp,Beamed,Groove,Afro,Cans,Vinyl
247,Groovy #247,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,247.gif,Disco Floor,Beamed,Shout,Beanie,Mic,Stars
248,Groovy #248,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,248.gif,Disco Floor,Eighth,Groove,Beanie,Cans,Stars
249,Groovy #249,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,249.gif,Lava Lamp,Eighth,Cool,Afro,None,None
