tokenID,name,description,file_name,attributes[Pulp],attributes[Fleck],attributes[Fold],attributes[Score],attributes[Facet],attributes[Seal],attributes[Draft]
130,Fold #130,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,130.gif,Moss Washi,Plain Sheet,Beetle,Crease Diagram,Wing Wash,Mizuhiki Loop,Gust
131,Fold #131,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,131.gif,Moss Washi,Cloud Wash,Kite,Radial Score,Gore Wash,Twin Cord,Flutter
132,Fold #132,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,132.gif,Indigo Washi,Laid Stripe,Fan,Crease Diagram,Tip Wash,Mizuhiki Loop,Corner Lift
133,Fold #133,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,133.gif,Peach Washi,Plain Sheet,Lotus,Mountain Fold,Tip Wash,No Seal,Corner Lift
134,Fold #134,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,134.gif,Cream Washi,Laid Stripe,Frog,Valley Fold,Wing Wash,No Seal,Corner Lift
135,Fold #135,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,135.gif,Gold Washi,Laid Stripe,Crane,Crease Diagram,Wing Wash,Hanko,Corner Lift
136,Fold #136,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,136.gif,Vermilion Washi,Cloud Wash,Kite,No Score,Wing Wash,Mizuhiki Loop,Loose Scrap
137,Fold #137,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,137.gif,Peach Washi,Kozo Fiber,Beetle,No Score,Body Wash,Twin Cord,Loose Scrap
138,Fold #138,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,138.gif,Vermilion Washi,Gold Dust,Kite,No Score,Wing Wash,No Seal,Loose Scrap
139,Fold #139,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,139.gif,Vermilion Washi,Plain Sheet,Boat,Crease Diagram,Bare Facet,Hanko,Gust
140,Fold #140,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,140.gif,Indigo Washi,Laid Stripe,Frog,No Score,Wing Wash,Twin Cord,Flutter
141,Fold #141,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,141.gif,Indigo Washi,Plain Sheet,Fan,Crease Diagram,Wing Wash,Twin Cord,Still Air
142,Fold #142,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,142.gif,Cream Washi,Kozo Fiber,Hare,Valley Fold,Tip Wash,Tassel,Flutter
143,Fold #143,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,143.gif,Frost Washi,Plain Sheet,Beetle,Grid Score,Bare Facet,Mizuhiki Loop,Flutter
144,Fold #144,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,144.gif,Peach Washi,Plain Sheet,Hare,Mountain Fold,Wing Wash,Hanko,Gust
145,Fold #145,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,145.gif,Gold Washi,Cloud Wash,Crane,No Score,Bare Facet,Hanko,Flutter
146,Fold #146,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,146.gif,Indigo Washi,Laid Stripe,Crane,Radial Score,Bare Facet,Mizuhiki Loop,Flutter
147,Fold #147,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,147.gif,Frost Washi,Kozo Fiber,Beetle,No Score,Tip Wash,Hanko,Still Air
148,Fold #148,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,148.gif,Indigo Washi,Plain Sheet,Boat,No Score,Tip Wash,Tassel,Gust
149,Fold #149,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,149.gif,Indigo Washi,Kozo Fiber,Crane,Radial Score,Band Wash,Hanko,Gust
150,Fold #150,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,150.gif,Indigo Washi,Plain Sheet,Fan,Radial Score,Tip Wash,No Seal,Gust
151,Fold #151,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,151.gif,Vermilion Washi,Plain Sheet,Beetle,No Score,Body Wash,Twin Cord,Gust
152,Fold #152,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,152.gif,Cream Washi,Laid Stripe,Lotus,Crease Diagram,Gore Wash,Hanko,Loose Scrap
153,Fold #153,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,153.gif,Ink Washi,Cloud Wash,Boat,Mountain Fold,Bare Facet,Twin Cord,Loose Scrap
154,Fold #154,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,154.gif,Cream Washi,Speckle,Crane,Crease Diagram,Bare Facet,No Seal,Flutter
155,Fold #155,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,155.gif,Vermilion Washi,Kozo Fiber,Crane,Mountain Fold,Bare Facet,Hanko,Corner Lift
156,Fold #156,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,156.gif,Indigo Washi,Gold Dust,Boat,Valley Fold,Body Wash,Tassel,Corner Lift
157,Fold #157,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,157.gif,Cream Washi,Cloud Wash,Fan,Crease Diagram,Wing Wash,Twin Cord,Corner Lift
158,Fold #158,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,158.gif,Cream Washi,Gold Dust,Lotus,No Score,Band Wash,Hanko,Corner Lift
159,Fold #159,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,159.gif,Cream Washi,Gold Dust,Hare,Crease Diagram,Body Wash,Twin Cord,Loose Scrap
160,Fold #160,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,160.gif,Frost Washi,Speckle,Lotus,Radial Score,Gore Wash,Hanko,Still Air
161,Fold #161,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,161.gif,Frost Washi,Laid Stripe,Hare,Radial Score,Wing Wash,No Seal,Gust
162,Fold #162,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,162.gif,Vermilion Washi,Cloud Wash,Fan,Crease Diagram,Bare Facet,No Seal,Flutter
163,Fold #163,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,163.gif,Moss Washi,Cloud Wash,Crane,Mountain Fold,Band Wash,No Seal,Flutter
164,Fold #164,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,164.gif,Moss Washi,Gold Dust,Frog,Crease Diagram,Bare Facet,Mizuhiki Loop,Gust
165,Fold #165,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,165.gif,Indigo Washi,Speckle,Crane,Mountain Fold,Body Wash,Twin Cord,Gust
166,Fold #166,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,166.gif,Cream Washi,Speckle,Kite,Valley Fold,Body Wash,Tassel,Still Air
167,Fold #167,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,167.gif,Cream Washi,Plain Sheet,Beetle,No Score,Tip Wash,Hanko,Still Air
168,Fold #168,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,168.gif,Indigo Washi,Gold Dust,Boat,Radial Score,Body Wash,Twin Cord,Loose Scrap
169,Fold #169,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,169.gif,Peach Washi,Speckle,Beetle,Radial Score,Band Wash,Hanko,Gust
170,Fold #170,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,170.gif,Peach Washi,Plain Sheet,Boat,Mountain Fold,Wing Wash,Mizuhiki Loop,Still Air
171,Fold #171,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,171.gif,Frost Washi,Plain Sheet,Crane,Crease Diagram,Wing Wash,Hanko,Corner Lift
172,Fold #172,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,172.gif,Cream Washi,Cloud Wash,Frog,No Score,Bare Facet,Mizuhiki Loop,Still Air
173,Fold #173,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,173.gif,Moss Washi,Speckle,Boat,Radial Score,Bare Facet,Hanko,Corner Lift
174,Fold #174,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,174.gif,Moss Washi,Kozo Fiber,Kite,Crease Diagram,Gore Wash,Hanko,Flutter
175,Fold #175,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,175.gif,Moss Washi,Laid Stripe,Beetle,No Score,Bare Facet,No Seal,Flutter
176,Fold #176,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,176.gif,Gold Washi,Plain Sheet,Crane,Mountain Fold,Band Wash,Hanko,Still Air
177,Fold #177,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,177.gif,Frost Washi,Plain Sheet,Frog,Valley Fold,Bare Facet,Twin Cord,Corner Lift
178,Fold #178,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,178.gif,Indigo Washi,Gold Dust,Boat,No Score,Gore Wash,Mizuhiki Loop,Corner Lift
179,Fold #179,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,179.gif,Gold Washi,Laid Stripe,Kite,Grid Score,Gore Wash,Mizuhiki Loop,Flutter
180,Fold #180,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,180.gif,Cream Washi,Gold Dust,Crane,Crease Diagram,Bare Facet,Mizuhiki Loop,Still Air
181,Fold #181,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,181.gif,Peach Washi,Cloud Wash,Fan,Crease Diagram,Bare Facet,Mizuhiki Loop,Corner Lift
182,Fold #182,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,182.gif,Peach Washi,Gold Dust,Frog,Mountain Fold,Wing Wash,Tassel,Corner Lift
183,Fold #183,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,183.gif,Vermilion Washi,Gold Dust,Frog,Radial Score,Body Wash,Hanko,Corner Lift
184,Fold #184,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,184.gif,Moss Washi,Plain Sheet,Hare,No Score,Gore Wash,Twin Cord,Still Air
185,Fold #185,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,185.gif,Gold Washi,Laid Stripe,Boat,Grid Score,Bare Facet,Twin Cord,Flutter
186,Fold #186,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,186.gif,Cream Washi,Gold Dust,Boat,Radial Score,Tip Wash,Twin Cord,Flutter
187,Fold #187,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,187.gif,Cream Washi,Speckle,Lotus,Mountain Fold,Bare Facet,Twin Cord,Flutter
188,Fold #188,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,188.gif,Frost Washi,Speckle,Hare,Crease Diagram,Gore Wash,Hanko,Still Air
189,Fold #189,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,189.gif,Indigo Washi,Laid Stripe,Fan,No Score,Bare Facet,Mizuhiki Loop,Corner Lift
190,Fold #190,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,190.gif,Peach Washi,Kozo Fiber,Kite,Crease Diagram,Tip Wash,Mizuhiki Loop,Still Air
191,Fold #191,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,191.gif,Frost Washi,Kozo Fiber,Hare,No Score,Band Wash,Twin Cord,Loose Scrap
192,Fold #192,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,192.gif,Vermilion Washi,Cloud Wash,Frog,Radial Score,Bare Facet,Hanko,Flutter
193,Fold #193,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,193.gif,Cream Washi,Speckle,Boat,Grid Score,Bare Facet,Mizuhiki Loop,Loose Scrap
194,Fold #194,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,194.gif,Peach Washi,Speckle,Frog,No Score,Bare Facet,Twin Cord,Still Air
195,Fold #195,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,195.gif,Indigo Washi,Gold Dust,Frog,Mountain Fold,Body Wash,Hanko,Gust
196,Fold #196,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,196.gif,Cream Washi,Speckle,Fan,Crease Diagram,Band Wash,Twin Cord,Loose Scrap
197,Fold #197,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,197.gif,Cream Washi,Plain Sheet,Kite,Grid Score,Wing Wash,Hanko,Corner Lift
198,Fold #198,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,198.gif,Vermilion Washi,Laid Stripe,Crane,Valley Fold,Band Wash,Mizuhiki Loop,Still Air
199,Fold #199,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,199.gif,Indigo Washi,Cloud Wash,Beetle,Valley Fold,Bare Facet,Tassel,Flutter
200,Fold #200,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,200.gif,Vermilion Washi,Speckle,Lotus,Crease Diagram,Wing Wash,Tassel,Flutter
201,Fold #201,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,201.gif,Moss Washi,Plain Sheet,Kite,No Score,Wing Wash,No Seal,Still Air
202,Fold #202,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,202.gif,Vermilion Washi,Gold Dust,Beetle,No Score,Bare Facet,Mizuhiki Loop,Flutter
203,Fold #203,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,203.gif,Cream Washi,Laid Stripe,Kite,Radial Score,Wing Wash,Tassel,Corner Lift
204,Fold #204,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,204.gif,Cream Washi,Laid Stripe,Beetle,Crease Diagram,Tip Wash,No Seal,Gust
205,Fold #205,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,205.gif,Frost Washi,Laid Stripe,Boat,Grid Score,Tip Wash,No Seal,Still Air
206,Fold #206,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,206.gif,Moss Washi,Laid Stripe,Fan,Valley Fold,Tip Wash,Mizuhiki Loop,Corner Lift
207,Fold #207,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,207.gif,Cream Washi,Plain Sheet,Lotus,Valley Fold,Tip Wash,Tassel,Gust
208,Fold #208,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,208.gif,Ink Washi,Kozo Fiber,Kite,Crease Diagram,Wing Wash,Twin Cord,Gust
209,Fold #209,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,209.gif,Cream Washi,Gold Dust,Kite,No Score,Bare Facet,No Seal,Loose Scrap
210,Fold #210,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,210.gif,Vermilion Washi,Gold Dust,Frog,Mountain Fold,Body Wash,Twin Cord,Still Air
211,Fold #211,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,211.gif,Cream Washi,Speckle,Frog,Crease Diagram,Band Wash,Tassel,Corner Lift
212,Fold #212,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,212.gif,Moss Washi,Speckle,Beetle,Radial Score,Wing Wash,Hanko,Flutter
213,Fold #213,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,213.gif,Cream Washi,Gold Dust,Hare,Grid Score,Tip Wash,Tassel,Corner Lift
214,Fold #214,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,214.gif,Vermilion Washi,Gold Dust,Lotus,No Score,Gore Wash,Twin Cord,Corner Lift
215,Fold #215,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,215.gif,Moss Washi,Cloud Wash,Beetle,No Score,Wing Wash,Mizuhiki Loop,Loose Scrap
216,Fold #216,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,216.gif,Cream Washi,Plain Sheet,Boat,No Score,Body Wash,Hanko,Flutter
