tokenID,name,description,file_name,attributes[Cloth],attributes[Ember],attributes[Cast],attributes[Hinge],attributes[Cutwork],attributes[Leaf],attributes[Soot]
124,Shade #124,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,124.gif,Parchment Screen,Hearth Glow,Knight,Rust Brad,Dot Lace,Gold Tips,Spark Rise
125,Shade #125,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,125.gif,Rose Screen,Coal Glow,Bird,No Hinge,Solid Hide,Full Leaf,Clear Air
126,Shade #126,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,126.gif,Rose Screen,Coal Glow,Bird,No Hinge,Star Lace,Full Leaf,Lamp Haze
127,Shade #127,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,127.gif,Dusk Screen,Oil Lamp,Bird,Pearl Brad,Dot Lace,Gold Dust,Clear Air
128,Shade #128,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,128.gif,Parchment Screen,Hearth Glow,Clown,No Hinge,Diamond Lace,Gold Rim,Lamp Haze
129,Shade #129,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,129.gif,Parchment Screen,Coal Glow,Ogre,Pearl Brad,Dot Lace,Gold Dust,Clear Air
130,Shade #130,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,130.gif,Rose Screen,Oil Lamp,Bird,No Hinge,Solid Hide,Gold Tips,Soot Motes
131,Shade #131,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,131.gif,Ash Screen,Coal Glow,Clown,Iron Brad,Star Lace,Gold Dust,Smoke Ribbon
132,Shade #132,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,132.gif,Smoke Screen,Coal Glow,Ogre,Brass Brad,Diamond Lace,Gold Rim,Lamp Haze
133,Shade #133,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,133.gif,Brass Screen,Oil Lamp,Ogre,No Hinge,Vine Lace,Full Leaf,Soot Motes
134,Shade #134,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,134.gif,Brass Screen,Coal Glow,Knight,Pearl Brad,Star Lace,Bare Hide,Clear Air
135,Shade #135,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,135.gif,Indigo Screen,Oil Lamp,Clown,No Hinge,Star Lace,Full Leaf,Lamp Haze
136,Shade #136,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,136.gif,Rose Screen,Moon Glow,Knight,Rust Brad,Diamond Lace,Gold Rim,Smoke Ribbon
137,Shade #137,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,137.gif,Rose Screen,Hearth Glow,Ogre,Pearl Brad,Dot Lace,Full Leaf,Soot Motes
138,Shade #138,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,138.gif,Dusk Screen,Oil Lamp,Knight,Rust Brad,Diamond Lace,Gold Rim,Smoke Ribbon
139,Shade #139,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,139.gif,Parchment Screen,Forge Glow,Clown,Brass Brad,Solid Hide,Gold Dust,Lamp Haze
140,Shade #140,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,140.gif,Smoke Screen,Hearth Glow,Bride,Rust Brad,Vine Lace,Bare Hide,Clear Air
141,Shade #141,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,141.gif,Brass Screen,Oil Lamp,Ogre,Iron Brad,Solid Hide,Gold Dust,Clear Air
142,Shade #142,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,142.gif,Brass Screen,Hearth Glow,Sage,Rust Brad,Dot Lace,Gold Dust,Clear Air
143,Shade #143,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,143.gif,Saffron Screen,Oil Lamp,Clown,No Hinge,Solid Hide,Gold Tips,Smoke Ribbon
144,Shade #144,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,144.gif,Rose Screen,Hearth Glow,Bride,Pearl Brad,Vine Lace,Gold Dust,Clear Air
145,Shade #145,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,145.gif,Dusk Screen,Hearth Glow,Sage,Brass Brad,Diamond Lace,Gold Rim,Spark Rise
146,Shade #146,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,146.gif,Saffron Screen,Dawn Glow,Ogre,Pearl Brad,Dot Lace,Bare Hide,Smoke Ribbon
147,Shade #147,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,147.gif,Parchment Screen,Coal Glow,Sage,Brass Brad,Vine Lace,Gold Rim,Spark Rise
148,Shade #148,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,148.gif,Parchment Screen,Hearth Glow,Knight,No Hinge,Star Lace,Gold Tips,Clear Air
149,Shade #149,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,149.gif,Smoke Screen,Moon Glow,Demon,Pearl Brad,Dot Lace,Bare Hide,Lamp Haze
150,Shade #150,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,150.gif,Rose Screen,Forge Glow,Clown,Rust Brad,Star Lace,Gold Rim,Smoke Ribbon
151,Shade #151,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,151.gif,Smoke Screen,Dawn Glow,Bird,Iron Brad,Star Lace,Gold Dust,Clear Air
152,Shade #152,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,152.gif,Parchment Screen,Oil Lamp,Clown,Pearl Brad,Star Lace,Bare Hide,Lamp Haze
153,Shade #153,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,153.gif,Saffron Screen,Dawn Glow,Ogre,Brass Brad,Star Lace,Bare Hide,Smoke Ribbon
154,Shade #154,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,154.gif,Parchment Screen,Coal Glow,Clown,Iron Brad,Star Lace,Gold Tips,Lamp Haze
155,Shade #155,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,155.gif,Saffron Screen,Forge Glow,Clown,Iron Brad,Diamond Lace,Gold Rim,Smoke Ribbon
156,Shade #156,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,156.gif,Dusk Screen,Forge Glow,Ogre,Pearl Brad,Vine Lace,Bare Hide,Soot Motes
157,Shade #157,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,157.gif,Dusk Screen,Moon Glow,Clown,Brass Brad,Vine Lace,Bare Hide,Spark Rise
158,Shade #158,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,158.gif,Saffron Screen,Moon Glow,Harper,Brass Brad,Solid Hide,Gold Tips,Soot Motes
159,Shade #159,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,159.gif,Indigo Screen,Hearth Glow,Sage,Iron Brad,Vine Lace,Gold Rim,Clear Air
160,Shade #160,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,160.gif,Saffron Screen,Oil Lamp,Harper,Iron Brad,Solid Hide,Gold Tips,Soot Motes
161,Shade #161,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,161.gif,Smoke Screen,Forge Glow,Bride,Pearl Brad,Diamond Lace,Gold Tips,Smoke Ribbon
162,Shade #162,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,162.gif,Smoke Screen,Moon Glow,Bride,Rust Brad,Solid Hide,Full Leaf,Clear Air
163,Shade #163,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,163.gif,Brass Screen,Dawn Glow,Bride,Pearl Brad,Dot Lace,Bare Hide,Smoke Ribbon
164,Shade #164,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,164.gif,Smoke Screen,Hearth Glow,Ogre,No Hinge,Solid Hide,Gold Dust,Spark Rise
165,Shade #165,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,165.gif,Saffron Screen,Coal Glow,Ogre,No Hinge,Solid Hide,Gold Tips,Smoke Ribbon
166,Shade #166,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,166.gif,Parchment Screen,Moon Glow,Bride,Iron Brad,Dot Lace,Gold Dust,Spark Rise
167,Shade #167,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,167.gif,Saffron Screen,Dawn Glow,Ogre,No Hinge,Vine Lace,Bare Hide,Spark Rise
168,Shade #168,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,168.gif,Rose Screen,Moon Glow,Clown,No Hinge,Vine Lace,Bare Hide,Lamp Haze
169,Shade #169,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,169.gif,Saffron Screen,Dawn Glow,Clown,Iron Brad,Dot Lace,Gold Dust,Smoke Ribbon
170,Shade #170,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,170.gif,Saffron Screen,Moon Glow,Sage,Brass Brad,Vine Lace,Gold Dust,Clear Air
171,Shade #171,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,171.gif,Saffron Screen,Hearth Glow,Knight,Pearl Brad,Diamond Lace,Gold Tips,Soot Motes
172,Shade #172,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,172.gif,Ash Screen,Dawn Glow,Clown,Iron Brad,Diamond Lace,Gold Tips,Soot Motes
173,Shade #173,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,173.gif,Parchment Screen,Oil Lamp,Sage,No Hinge,Diamond Lace,Gold Tips,Soot Motes
174,Shade #174,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,174.gif,Indigo Screen,Coal Glow,Clown,No Hinge,Star Lace,Gold Dust,Spark Rise
175,Shade #175,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,175.gif,Brass Screen,Coal Glow,Knight,Rust Brad,Solid Hide,Gold Tips,Spark Rise
176,Shade #176,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,176.gif,Smoke Screen,Coal Glow,Ogre,Brass Brad,Vine Lace,Gold Rim,Smoke Ribbon
177,Shade #177,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,177.gif,Saffron Screen,Moon Glow,Knight,Iron Brad,Dot Lace,Gold Dust,Lamp Haze
178,Shade #178,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,178.gif,Parchment Screen,Dawn Glow,Bride,No Hinge,Solid Hide,Full Leaf,Clear Air
179,Shade #179,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,179.gif,Parchment Screen,Hearth Glow,Clown,Rust Brad,Solid Hide,Bare Hide,Soot Motes
180,Shade #180,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,180.gif,Smoke Screen,Oil Lamp,Bride,Pearl Brad,Vine Lace,Gold Tips,Spark Rise
181,Shade #181,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,181.gif,Indigo Screen,Hearth Glow,Bride,No Hinge,Dot Lace,Gold Tips,Lamp Haze
182,Shade #182,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,182.gif,Ash Screen,Coal Glow,Sage,Pearl Brad,Solid Hide,Gold Dust,Spark Rise
183,Shade #183,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,183.gif,Indigo Screen,Forge Glow,Bird,No Hinge,Vine Lace,Full Leaf,Clear Air
184,Shade #184,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,184.gif,Dusk Screen,Dawn Glow,Bird,Iron Brad,Solid Hide,Gold Tips,Spark Rise
185,Shade #185,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,185.gif,Smoke Screen,Moon Glow,Knight,Pearl Brad,Vine Lace,Gold Rim,Lamp Haze
186,Shade #186,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,186.gif,Saffron Screen,Dawn Glow,Knight,Brass Brad,Dot Lace,Gold Rim,Clear Air
187,Shade #187,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,187.gif,Indigo Screen,Hearth Glow,Sage,Rust Brad,Star Lace,Gold Tips,Lamp Haze
188,Shade #188,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,188.gif,Rose Screen,Coal Glow,Demon,Pearl Brad,Diamond Lace,Gold Tips,Clear Air
189,Shade #189,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,189.gif,Dusk Screen,Dawn Glow,Sage,Brass Brad,Vine Lace,Bare Hide,Smoke Ribbon
190,Shade #190,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,190.gif,Saffron Screen,Forge Glow,Sage,Rust Brad,Vine Lace,Gold Dust,Spark Rise
191,Shade #191,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,191.gif,Saffron Screen,Moon Glow,Clown,Pearl Brad,Solid Hide,Gold Dust,Lamp Haze
192,Shade #192,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,192.gif,Smoke Screen,Dawn Glow,Clown,Iron Brad,Dot Lace,Gold Tips,Soot Motes
193,Shade #193,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,193.gif,Dusk Screen,Dawn Glow,Bird,Iron Brad,Vine Lace,Bare Hide,Lamp Haze
194,Shade #194,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,194.gif,Ash Screen,Coal Glow,Demon,Rust Brad,Solid Hide,Gold Tips,Lamp Haze
195,Shade #195,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,195.gif,Rose Screen,Oil Lamp,Sage,Brass Brad,Dot Lace,Full Leaf,Clear Air
196,Shade #196,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,196.gif,Saffron Screen,Hearth Glow,Bird,Iron Brad,Solid Hide,Full Leaf,Lamp Haze
197,Shade #197,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,197.gif,Parchment Screen,Hearth Glow,Clown,No Hinge,Diamond Lace,Gold Rim,Clear Air
198,Shade #198,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,198.gif,Dusk Screen,Oil Lamp,Clown,Pearl Brad,Vine Lace,Gold Tips,Clear Air
199,Shade #199,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,199.gif,Brass Screen,Coal Glow,Knight,Iron Brad,Diamond Lace,Gold Rim,Lamp Haze
200,Shade #200,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,200.gif,Saffron Screen,Hearth Glow,Bride,Iron Brad,Dot Lace,Gold Tips,Lamp Haze
201,Shade #201,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,201.gif,Rose Screen,Dawn Glow,Knight,No Hinge,Diamond Lace,Bare Hide,Smoke Ribbon
202,Shade #202,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,202.gif,Rose Screen,Oil Lamp,Knight,Rust Brad,Star Lace,Gold Dust,Clear Air
203,Shade #203,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,203.gif,Saffron Screen,Coal Glow,Harper,No Hinge,Diamond Lace,Gold Tips,Clear Air
204,Shade #204,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,204.gif,Brass Screen,Oil Lamp,Knight,Rust Brad,Solid Hide,Gold Tips,Lamp Haze
205,Shade #205,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,205.gif,Saffron Screen,Dawn Glow,Harper,Brass Brad,Solid Hide,Full Leaf,Clear Air
206,Shade #206,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,206.gif,Parchment Screen,Forge Glow,Knight,Brass Brad,Dot Lace,Gold Tips,Clear Air
207,Shade #207,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,207.gif,Saffron Screen,Hearth Glow,Ogre,No Hinge,Diamond Lace,Bare Hide,Lamp Haze
208,Shade #208,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,208.gif,Saffron Screen,Coal Glow,Clown,Brass Brad,Dot Lace,Gold Rim,Lamp Haze
209,Shade #209,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,209.gif,Dusk Screen,Forge Glow,Clown,Rust Brad,Solid Hide,Gold Tips,Clear Air
210,Shade #210,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,210.gif,Dusk Screen,Oil Lamp,Knight,Rust Brad,Star Lace,Full Leaf,Spark Rise
211,Shade #211,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,211.gif,Saffron Screen,Hearth Glow,Bride,Rust Brad,Dot Lace,Bare Hide,Clear Air
212,Shade #212,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,212.gif,Parchment Screen,Forge Glow,Knight,Brass Brad,Dot Lace,Full Leaf,Soot Motes
213,Shade #213,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,213.gif,Parchment Screen,Moon Glow,Ogre,Iron Brad,Vine Lace,Bare Hide,Clear Air
214,Shade #214,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,214.gif,Indigo Screen,Forge Glow,Harper,Pearl Brad,Solid Hide,Gold Tips,Smoke Ribbon
215,Shade #215,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,215.gif,Ash Screen,Oil Lamp,Demon,No Hinge,Vine Lace,Gold Tips,Lamp Haze
216,Shade #216,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,216.gif,Brass Screen,Moon Glow,Clown,Brass Brad,Diamond Lace,Gold Tips,Lamp Haze
217,Shade #217,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,217.gif,Rose Screen,Dawn Glow,Bride,Brass Brad,Star Lace,Full Leaf,Clear Air
218,Shade #218,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,218.gif,Brass Screen,Dawn Glow,Harper,Iron Brad,Star Lace,Gold Tips,Soot Motes
219,Shade #219,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,219.gif,Parchment Screen,Forge Glow,Knight,Rust Brad,Solid Hide,Full Leaf,Spark Rise
220,Shade #220,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,220.gif,Dusk Screen,Hearth Glow,Bride,Iron Brad,Solid Hide,Bare Hide,Smoke Ribbon
221,Shade #221,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,221.gif,Brass Screen,Oil Lamp,Ogre,Rust Brad,Dot Lace,Bare Hide,Clear Air
