tokenID,name,description,file_name,attributes[Yard],attributes[Glow],attributes[Pelt],attributes[Mug],attributes[Hat],attributes[Gear]
170,Santa Paw #170,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",170.gif,Aurora,Sparkle,Charcoal,Heart Eyes,Holly Crown,Sweater
171,Santa Paw #171,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",171.gif,Candy Cane,Ember,White Fluff,Surprised,None,Sweater
172,Santa Paw #172,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",172.gif,Snowy Night,No glow,Ginger,Tongue Out,Antlers,Scarf
173,Santa Paw #173,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",173.gif,Aurora,Sparkle,Ginger,Heart Eyes,None,Present
174,Santa Paw #174,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",174.gif,Candy Cane,Ember,White Fluff,Wink,None,Mistletoe
175,Santa Paw #175,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",175.gif,Cozy Hearth,No glow,Ginger,Wink,Pom Beanie,Scarf
176,Santa Paw #176,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",176.gif,Gift Wrap,No glow,Tuxedo,Wink,Pom Beanie,Stocking
177,Santa Paw #177,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",177.gif,Cozy Hearth,Soft Halo,Gray Tabby,Cheerful,Antlers,Bells
178,Santa Paw #178,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",178.gif,Gift Wrap,No glow,Charcoal,Surprised,Antlers,Bells
179,Santa Paw #179,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",179.gif,Candy Cane,Ember,White Fluff,Blush,Santa Hat,Present
180,Santa Paw #180,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",180.gif,Snowy Night,No glow,Cocoa,Sleepy,Antlers,Sweater
181,Santa Paw #181,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",181.gif,Aurora,No glow,Ginger,Surprised,None,Bells
182,Santa Paw #182,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",182.gif,Cozy Hearth,Ember,Cocoa,Cheerful,None,Cocoa
183,Santa Paw #183,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",183.gif,Candy Cane,Sparkle,Tuxedo,Blush,Santa Hat,Present
184,Santa Paw #184,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",184.gif,Gift Wrap,No glow,Cocoa,Cheerful,Antlers,Cocoa
185,Santa Paw #185,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",185.gif,Cozy Hearth,No glow,White Fluff,Wink,Santa Hat,Cocoa
186,Santa Paw #186,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",186.gif,Gift Wrap,Soft Halo,Ginger,Cheerful,Santa Hat,None
187,Santa Paw #187,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",187.gif,Cozy Hearth,Soft Halo,Ginger,Blush,Pom Beanie,Bells
188,Santa Paw #188,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",188.gif,Snowy Night,No glow,Ginger,Cheerful,Pom Beanie,Cocoa
189,Santa Paw #189,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",189.gif,Gift Wrap,Sparkle,White Fluff,Blush,None,Cocoa
190,Santa Paw #190,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",190.gif,Candy Cane,Sparkle,Ginger,Surprised,None,Sweater
191,Santa Paw #191,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",191.gif,Cozy Hearth,No glow,Cocoa,Sleepy,Holly Crown,Cocoa
192,Santa Paw #192,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",192.gif,Cookie Kitchen,Ember,Ginger,Cheerful,None,Stocking
193,Santa Paw #193,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",193.gif,Cozy Hearth,Snow Glitter,Calico,Blush,Santa Hat,Present
194,Santa Paw #194,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",194.gif,Gift Wrap,Ember,Charcoal,Heart Eyes,Antlers,Bells
195,Santa Paw #195,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",195.gif,Gift Wrap,Ember,White Fluff,Surprised,Santa Hat,None
196,Santa Paw #196,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",196.gif,Gift Wrap,Snow Glitter,Gray Tabby,Heart Eyes,Santa Hat,Sweater
197,Santa Paw #197,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",197.gif,Cookie Kitchen,No glow,Gray Tabby,Wink,Pom Beanie,Scarf
198,Santa Paw #198,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",198.gif,Candy Cane,Sparkle,White Fluff,Cheerful,Elf Cap,Bells
199,Santa Paw #199,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",199.gif,Gift Wrap,Soft Halo,Cocoa,Wink,None,None
200,Santa Paw #200,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",200.gif,Candy Cane,No glow,Calico,Blush,Elf Cap,Present
201,Santa Paw #201,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",201.gif,Snowy Night,No glow,Gray Tabby,Sleepy,Santa Hat,None
202,Santa Paw #202,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",202.gif,Candy Cane,Sparkle,Calico,Heart Eyes,Santa Hat,Scarf
203,Santa Paw #203,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",203.gif,Snowy Night,Snow Glitter,Cocoa,Surprised,Holly Crown,Bells
204,Santa Paw #204,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",204.gif,Cozy Hearth,No glow,Gray Tabby,Cheerful,None,Cocoa
205,Santa Paw #205,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",205.gif,Cozy Hearth,No glow,White Fluff,Cheerful,Elf Cap,Bells
206,Santa Paw #206,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",206.gif,Candy Cane,Sparkle,White Fluff,Tongue Out,Santa Hat,Sweater
207,Santa Paw #207,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",207.gif,Cozy Hearth,Ember,White Fluff,Tongue Out,Santa Hat,Present
208,Santa Paw #208,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",208.gif,Cookie Kitchen,No glow,Ginger,Sleepy,Antlers,Scarf
209,Santa Paw #209,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",209.gif,Snowy Night,Snow Glitter,Tuxedo,Heart Eyes,Santa Hat,Cocoa
210,Santa Paw #210,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",210.gif,Gift Wrap,Ember,Tuxedo,Tongue Out,Holly Crown,Stocking
211,Santa Paw #211,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",211.gif,Aurora,Snow Glitter,Ginger,Sleepy,Santa Hat,None
212,Santa Paw #212,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",212.gif,Snowy Night,Sparkle,Tuxedo,Blush,Pom Beanie,Mistletoe
213,Santa Paw #213,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",213.gif,Cookie Kitchen,Soft Halo,Charcoal,Surprised,Elf Cap,Scarf
214,Santa Paw #214,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",214.gif,Cozy Hearth,No glow,Ginger,Cheerful,Santa Hat,Bells
215,Santa Paw #215,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",215.gif,Cookie Kitchen,No glow,Cocoa,Cheerful,Santa Hat,Bells
216,Santa Paw #216,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",216.gif,Aurora,No glow,Charcoal,Wink,Santa Hat,Mistletoe
217,Santa Paw #217,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",217.gif,Snowy Night,Sparkle,Calico,Cheerful,Santa Hat,Bells
218,Santa Paw #218,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",218.gif,Cookie Kitchen,Soft Halo,Tuxedo,Wink,Antlers,Scarf
219,Santa Paw #219,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",219.gif,Cookie Kitchen,No glow,Tuxedo,Heart Eyes,None,Sweater
220,Santa Paw #220,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",220.gif,Snowy Night,Snow Glitter,Ginger,Sleepy,Elf Cap,None
221,Santa Paw #221,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",221.gif,Aurora,Ember,Gray Tabby,Sleepy,Elf Cap,Bells
222,Santa Paw #222,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",222.gif,Aurora,Soft Halo,Charcoal,Heart Eyes,Pom Beanie,Scarf
223,Santa Paw #223,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",223.gif,Cozy Hearth,Snow Glitter,Calico,Cheerful,None,Scarf
224,Santa Paw #224,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",224.gif,Aurora,No glow,Gray Tabby,Cheerful,None,Bells
225,Santa Paw #225,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",225.gif,Cookie Kitchen,No glow,Charcoal,Cheerful,Antlers,Stocking
226,Santa Paw #226,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",226.gif,Aurora,Ember,Tuxedo,Blush,Pom Beanie,Cocoa
227,Santa Paw #227,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",227.gif,Gift Wrap,Soft Halo,Ginger,Wink,Elf Cap,Present
228,Santa Paw #228,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",228.gif,Aurora,Soft Halo,Charcoal,Wink,None,Scarf
229,Santa Paw #229,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",229.gif,Gift Wrap,No glow,Ginger,Blush,None,Mistletoe
230,Santa Paw #230,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",230.gif,Cookie Kitchen,No glow,Tuxedo,Cheerful,None,Stocking
231,Santa Paw #231,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",231.gif,Snowy Night,Snow Glitter,White Fluff,Surprised,Pom Beanie,None
232,Santa Paw #232,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",232.gif,Snowy Night,No glow,Gray Tabby,Sleepy,Elf Cap,Scarf
233,Santa Paw #233,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",233.gif,Gift Wrap,Ember,Ginger,Sleepy,Elf Cap,None
234,Santa Paw #234,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",234.gif,Candy Cane,Snow Glitter,White Fluff,Surprised,Santa Hat,None
235,Santa Paw #235,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",235.gif,Aurora,Ember,Charcoal,Cheerful,None,Scarf
236,Santa Paw #236,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",236.gif,Candy Cane,Ember,Cocoa,Wink,None,Stocking
237,Santa Paw #237,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",237.gif,Candy Cane,No glow,White Fluff,Surprised,Pom Beanie,Stocking
238,Santa Paw #238,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",238.gif,Candy Cane,Snow Glitter,Tuxedo,Sleepy,Pom Beanie,None
239,Santa Paw #239,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",239.gif,Candy Cane,Snow Glitter,White Fluff,Cheerful,Antlers,Present
240,Santa Paw #240,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",240.gif,Aurora,Snow Glitter,Ginger,Heart Eyes,Elf Cap,Mistletoe
241,Santa Paw #241,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",241.gif,Snowy Night,No glow,Gray Tabby,Sleepy,Santa Hat,Scarf
242,Santa Paw #242,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",242.gif,Gift Wrap,No glow,Ginger,Wink,Elf Cap,Present
243,Santa Paw #243,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",243.gif,Cozy Hearth,Soft Halo,White Fluff,Heart Eyes,Elf Cap,Sweater
244,Santa Paw #244,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",244.gif,Cozy Hearth,No glow,Ginger,Cheerful,Santa Hat,None
245,Santa Paw #245,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",245.gif,Cozy Hearth,Sparkle,Gray Tabby,Tongue Out,None,Sweater
246,Santa Paw #246,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",246.gif,Snowy Night,No glow,Ginger,Heart Eyes,Elf Cap,Scarf
247,Santa Paw #247,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",247.gif,Cookie Kitchen,Ember,White Fluff,Cheerful,None,Mistletoe
248,Santa Paw #248,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",248.gif,Gift Wrap,Snow Glitter,Charcoal,Cheerful,Holly Crown,Bells
249,Santa Paw #249,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",249.gif,Aurora,Ember,White Fluff,Sleepy,None,Sweater
250,Santa Paw #250,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",250.gif,Aurora,Soft Halo,White Fluff,Surprised,Santa Hat,Cocoa
251,Santa Paw #251,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",251.gif,Cozy Hearth,Sparkle,Cocoa,Heart Eyes,Holly Crown,Cocoa
252,Santa Paw #252,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",252.gif,Candy Cane,Ember,Cocoa,Blush,Pom Beanie,Cocoa
253,Santa Paw #253,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",253.gif,Snowy Night,No glow,Calico,Wink,Santa Hat,Scarf
254,Santa Paw #254,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",254.gif,Gift Wrap,Soft Halo,Tuxedo,Cheerful,Antlers,Sweater
255,Santa Paw #255,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",255.gif,Cookie Kitchen,Sparkle,White Fluff,Wink,Santa Hat,Cocoa
256,Santa Paw #256,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",256.gif,Snowy Night,No glow,Cocoa,Blush,Santa Hat,Sweater
257,Santa Paw #257,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",257.gif,Snowy Night,Ember,White Fluff,Heart Eyes,Antlers,Bells
258,Santa Paw #258,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",258.gif,Candy Cane,Soft Halo,Calico,Blush,Santa Hat,Sweater
259,Santa Paw #259,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",259.gif,Gift Wrap,Snow Glitter,Ginger,Surprised,Holly Crown,Mistletoe
260,Santa Paw #260,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",260.gif,Gift Wrap,Snow Glitter,Cocoa,Heart Eyes,Elf Cap,Present
261,Santa Paw #261,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",261.gif,Cookie Kitchen,No glow,Charcoal,Cheerful,Elf Cap,None
262,Santa Paw #262,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",262.gif,Cookie Kitchen,Snow Glitter,Gray Tabby,Cheerful,Antlers,None
263,Santa Paw #263,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",263.gif,Snowy Night,Ember,Charcoal,Sleepy,Pom Beanie,Present
264,Santa Paw #264,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",264.gif,Cookie Kitchen,Ember,Tuxedo,Surprised,None,Cocoa
265,Santa Paw #265,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",265.gif,Cozy Hearth,Snow Glitter,White Fluff,Sleepy,Antlers,Sweater
266,Santa Paw #266,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",266.gif,Snowy Night,Soft Halo,Cocoa,Surprised,Holly Crown,Bells
267,Santa Paw #267,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",267.gif,Snowy Night,Snow Glitter,Ginger,Sleepy,None,None
268,Santa Paw #268,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",268.gif,Aurora,No glow,Ginger,Surprised,Holly Crown,Scarf
269,Santa Paw #269,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",269.gif,Gift Wrap,Snow Glitter,Charcoal,Blush,Holly Crown,Mistletoe
270,Santa Paw #270,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",270.gif,Gift Wrap,Sparkle,Charcoal,Heart Eyes,Elf Cap,Scarf
271,Santa Paw #271,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",271.gif,Cookie Kitchen,Snow Glitter,White Fluff,Heart Eyes,None,Sweater
272,Santa Paw #272,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",272.gif,Snowy Night,Soft Halo,White Fluff,Surprised,Antlers,Present
273,Santa Paw #273,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",273.gif,Gift Wrap,No glow,Calico,Sleepy,Santa Hat,Sweater
274,Santa Paw #274,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",274.gif,Cozy Hearth,No glow,Calico,Wink,Antlers,None
275,Santa Paw #275,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",275.gif,Candy Cane,No glow,Ginger,Cheerful,Elf Cap,Cocoa
276,Santa Paw #276,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",276.gif,Snowy Night,Sparkle,Gray Tabby,Wink,None,Sweater
277,Santa Paw #277,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",277.gif,Aurora,Snow Glitter,Tuxedo,Cheerful,Pom Beanie,Sweater
278,Santa Paw #278,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",278.gif,Snowy Night,Sparkle,White Fluff,Blush,None,Cocoa
279,Santa Paw #279,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",279.gif,Candy Cane,Ember,Cocoa,Blush,None,Mistletoe
280,Santa Paw #280,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",280.gif,Snowy Night,No glow,Gray Tabby,Tongue Out,Elf Cap,None
281,Santa Paw #281,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",281.gif,Snowy Night,Snow Glitter,Cocoa,Cheerful,Holly Crown,Sweater
282,Santa Paw #282,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",282.gif,Cozy Hearth,No glow,White Fluff,Surprised,Elf Cap,Stocking
283,Santa Paw #283,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",283.gif,Candy Cane,Sparkle,Tuxedo,Wink,Antlers,Cocoa
284,Santa Paw #284,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",284.gif,Cozy Hearth,Soft Halo,Gray Tabby,Cheerful,None,Cocoa
285,Santa Paw #285,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",285.gif,Aurora,No glow,Gray Tabby,Wink,Antlers,None
286,Santa Paw #286,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",286.gif,Cookie Kitchen,No glow,Calico,Surprised,None,Present
287,Santa Paw #287,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",287.gif,Aurora,Snow Glitter,Tuxedo,Blush,Santa Hat,Cocoa
288,Santa Paw #288,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",288.gif,Gift Wrap,Soft Halo,Tuxedo,Sleepy,Santa Hat,Sweater
289,Santa Paw #289,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",289.gif,Aurora,Soft Halo,Gray Tabby,Blush,Santa Hat,Bells
290,Santa Paw #290,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",290.gif,Snowy Night,Snow Glitter,Gray Tabby,Cheerful,Pom Beanie,Stocking
291,Santa Paw #291,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",291.gif,Aurora,Soft Halo,Ginger,Sleepy,None,Present
292,Santa Paw #292,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",292.gif,Cozy Hearth,No glow,Gray Tabby,Wink,Holly Crown,Bells
293,Santa Paw #293,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",293.gif,Cozy Hearth,Soft Halo,Ginger,Cheerful,Santa Hat,Present
294,Santa Paw #294,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",294.gif,Gift Wrap,Soft Halo,Tuxedo,Heart Eyes,Elf Cap,Scarf
295,Santa Paw #295,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",295.gif,Gift Wrap,Sparkle,White Fluff,Cheerful,Pom Beanie,Sweater
