tokenID,name,description,file_name,attributes[Field],attributes[Pelt],attributes[Mug],attributes[Hat],attributes[Wrap],attributes[Charm]
177,Foxin #177,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,177.gif,Hearth,Snow,Grin,None,Scarf,None
178,Foxin #178,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,178.gif,Peach,Snow,Normal,Flower,Scarf,None
179,Foxin #179,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,179.gif,Dusk,Maple,Sleepy,Beret,Bandana,None
180,Foxin #180,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,180.gif,Snow,Maple,Wink,Leaf,Bell,Acorn
181,Foxin #181,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,181.gif,Dusk,Maple,Wink,Leaf,None,Acorn
182,Foxin #182,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,182.gif,Dusk,Snow,Heart,Bow,Scarf,Acorn
183,Foxin #183,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,183.gif,Dusk,Snow,Wink,Bow,None,Leaf
184,Foxin #184,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,184.gif,Dusk,Snow,Blep,Cap,None,Lantern
185,Foxin #185,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,185.gif,Peach,Maple,Sleepy,None,Scarf,Lantern
186,Foxin #186,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,186.gif,Peach,Maple,Heart,Cap,Scarf,Acorn
187,Foxin #187,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,187.gif,Peach,Maple,Wink,None,Bandana,Lantern
188,Foxin #188,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,188.gif,Dusk,Dusk,Wink,None,Scarf,None
189,Foxin #189,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,189.gif,Peach,Dusk,Normal,Leaf,Bandana,None
190,Foxin #190,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,190.gif,Snow,Maple,Grin,None,Bandana,Leaf
191,Foxin #191,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,191.gif,Peach,Maple,Sleepy,Cap,Bell,Leaf
192,Foxin #192,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,192.gif,Snow,Snow,Normal,Beret,None,Lantern
193,Foxin #193,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,193.gif,Snow,Maple,Grin,Leaf,None,None
194,Foxin #194,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,194.gif,Peach,Maple,Pout,Leaf,None,Acorn
195,Foxin #195,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,195.gif,Snow,Maple,Wink,None,Scarf,Acorn
196,Foxin #196,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,196.gif,Hearth,Snow,Sparkly,None,Bell,Leaf
197,Foxin #197,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,197.gif,Peach,Snow,Wink,Flower,None,Acorn
198,Foxin #198,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,198.gif,Snow,Maple,Sleepy,Leaf,Scarf,Leaf
199,Foxin #199,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,199.gif,Hearth,Snow,Wink,Cap,Bandana,Leaf
200,Foxin #200,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,200.gif,Snow,Maple,Grin,Beret,None,Lantern
201,Foxin #201,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,201.gif,Snow,Snow,Sleepy,Leaf,None,Leaf
202,Foxin #202,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,202.gif,Snow,Snow,Sleepy,Leaf,None,None
203,Foxin #203,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,203.gif,Hearth,Snow,Blep,Beret,Scarf,None
204,Foxin #204,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,204.gif,Dusk,Maple,Sleepy,Beret,None,None
205,Foxin #205,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,205.gif,Dusk,Maple,Grin,None,Bandana,None
206,Foxin #206,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,206.gif,Hearth,Maple,Grin,Flower,Bandana,Lantern
207,Foxin #207,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,207.gif,Hearth,Maple,Grin,Beret,Scarf,None
208,Foxin #208,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,208.gif,Hearth,Maple,Normal,Beret,Scarf,Acorn
209,Foxin #209,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,209.gif,Snow,Maple,Sparkly,Bow,Bandana,Acorn
210,Foxin #210,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,210.gif,Snow,Maple,Pout,None,Scarf,None
211,Foxin #211,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,211.gif,Peach,Snow,Grin,Beanie,Bandana,Leaf
212,Foxin #212,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,212.gif,Snow,Dusk,Normal,Beanie,None,None
213,Foxin #213,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,213.gif,Peach,Maple,Sleepy,Flower,Bell,None
214,Foxin #214,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,214.gif,Peach,Snow,Wink,Flower,Scarf,Acorn
215,Foxin #215,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,215.gif,Dusk,Dusk,Blep,Beanie,Bandana,Acorn
216,Foxin #216,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,216.gif,Dusk,Maple,Normal,Cap,Bell,Lantern
217,Foxin #217,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,217.gif,Dusk,Maple,Sleepy,Flower,None,Acorn
218,Foxin #218,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,218.gif,Hearth,Snow,Blep,Beret,None,None
219,Foxin #219,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,219.gif,Hearth,Dusk,Blep,Flower,None,None
220,Foxin #220,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,220.gif,Dusk,Snow,Blep,Beanie,Bandana,Leaf
221,Foxin #221,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,221.gif,Peach,Dusk,Grin,Beret,None,None
222,Foxin #222,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,222.gif,Snow,Snow,Blep,Beret,Bell,None
223,Foxin #223,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,223.gif,Dusk,Snow,Wink,Cap,Bandana,Acorn
224,Foxin #224,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,224.gif,Peach,Maple,Blep,None,None,Lantern
225,Foxin #225,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,225.gif,Peach,Maple,Wink,Beanie,Scarf,Leaf
226,Foxin #226,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,226.gif,Dusk,Maple,Heart,Leaf,None,Acorn
227,Foxin #227,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,227.gif,Peach,Snow,Wink,Leaf,Bell,None
228,Foxin #228,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,228.gif,Peach,Maple,Sleepy,None,Scarf,Leaf
229,Foxin #229,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,229.gif,Dusk,Maple,Grin,None,Bell,None
230,Foxin #230,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,230.gif,Snow,Maple,Normal,Leaf,Bell,Leaf
231,Foxin #231,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,231.gif,Peach,Maple,Blep,Leaf,Bell,Acorn
232,Foxin #232,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,232.gif,Peach,Snow,Normal,Beanie,Bandana,Acorn
233,Foxin #233,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,233.gif,Snow,Snow,Normal,None,None,None
234,Foxin #234,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,234.gif,Snow,Snow,Heart,Flower,Bandana,None
235,Foxin #235,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,235.gif,Peach,Maple,Heart,Flower,Bell,Acorn
236,Foxin #236,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,236.gif,Dusk,Maple,Grin,Bow,Bandana,None
237,Foxin #237,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,237.gif,Dusk,Snow,Wink,Flower,None,None
238,Foxin #238,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,238.gif,Peach,Maple,Normal,Bow,Scarf,Acorn
239,Foxin #239,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,239.gif,Hearth,Dusk,Sparkly,Leaf,Bandana,Acorn
240,Foxin #240,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,240.gif,Peach,Snow,Blep,None,Scarf,None
241,Foxin #241,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,241.gif,Peach,Snow,Normal,None,Scarf,Lantern
242,Foxin #242,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,242.gif,Snow,Dusk,Heart,Cap,Bandana,None
243,Foxin #243,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,243.gif,Dusk,Dusk,Pout,None,None,Acorn
244,Foxin #244,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,244.gif,Hearth,Dusk,Pout,Bow,Bandana,Leaf
245,Foxin #245,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,245.gif,Peach,Maple,Sleepy,Beret,Bell,None
246,Foxin #246,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,246.gif,Dusk,Maple,Blep,Cap,None,None
247,Foxin #247,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,247.gif,Snow,Snow,Normal,Beret,None,Acorn
248,Foxin #248,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,248.gif,Peach,Maple,Normal,Beanie,Bandana,Leaf
249,Foxin #249,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,249.gif,Dusk,Maple,Blep,Beret,Scarf,Lantern
250,Foxin #250,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,250.gif,Dusk,Snow,Pout,Beret,Bandana,Leaf
251,Foxin #251,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,251.gif,Peach,Maple,Normal,Beanie,Scarf,Lantern
252,Foxin #252,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,252.gif,Peach,Maple,Sparkly,None,None,None
253,Foxin #253,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,253.gif,Dusk,Maple,Heart,Beanie,Bandana,None
254,Foxin #254,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,254.gif,Snow,Maple,Normal,Beret,Scarf,Leaf
255,Foxin #255,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,255.gif,Dusk,Maple,Normal,Beanie,Scarf,Lantern
256,Foxin #256,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,256.gif,Dusk,Snow,Sleepy,Cap,None,Leaf
257,Foxin #257,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,257.gif,Snow,Maple,Grin,Beret,Bell,Acorn
258,Foxin #258,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,258.gif,Hearth,Snow,Normal,Beret,None,Lantern
259,Foxin #259,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,259.gif,Hearth,Maple,Wink,Beanie,Scarf,Lantern
260,Foxin #260,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,260.gif,Snow,Snow,Sleepy,Beret,None,Lantern
261,Foxin #261,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,261.gif,Peach,Maple,Sparkly,Leaf,Scarf,Lantern
262,Foxin #262,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,262.gif,Snow,Maple,Sparkly,Beret,Bell,None
263,Foxin #263,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,263.gif,Hearth,Snow,Sparkly,None,None,Lantern
264,Foxin #264,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,264.gif,Dusk,Maple,Heart,Beanie,Scarf,Lantern
265,Foxin #265,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,265.gif,Snow,Snow,Sleepy,Beret,None,None
266,Foxin #266,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,266.gif,Hearth,Snow,Pout,None,None,None
267,Foxin #267,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,267.gif,Dusk,Maple,Sleepy,Cap,Bandana,Leaf
268,Foxin #268,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,268.gif,Peach,Maple,Heart,Cap,None,None
269,Foxin #269,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,269.gif,Peach,Maple,Grin,Bow,Scarf,None
270,Foxin #270,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,270.gif,Snow,Snow,Heart,None,None,Lantern
271,Foxin #271,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,271.gif,Hearth,Dusk,Blep,None,Bandana,Lantern
272,Foxin #272,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,272.gif,Peach,Maple,Sleepy,None,Bandana,None
273,Foxin #273,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,273.gif,Dusk,Dusk,Sparkly,None,None,None
274,Foxin #274,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,274.gif,Dusk,Maple,Heart,Beanie,None,Leaf
275,Foxin #275,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,275.gif,Peach,Dusk,Sleepy,Beret,None,None
276,Foxin #276,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,276.gif,Dusk,Snow,Blep,Beret,None,Lantern
277,Foxin #277,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,277.gif,Peach,Maple,Normal,Leaf,None,None
278,Foxin #278,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,278.gif,Snow,Maple,Sleepy,Cap,Scarf,Acorn
279,Foxin #279,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,279.gif,Dusk,Maple,Grin,Leaf,Scarf,None
280,Foxin #280,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,280.gif,Dusk,Maple,Sparkly,Beanie,Bandana,Acorn
281,Foxin #281,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,281.gif,Hearth,Maple,Normal,None,Scarf,Acorn
282,Foxin #282,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,282.gif,Snow,Maple,Sleepy,Beanie,None,None
283,Foxin #283,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,283.gif,Peach,Maple,Normal,None,Bell,Acorn
284,Foxin #284,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,284.gif,Hearth,Snow,Grin,Leaf,Bandana,None
285,Foxin #285,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,285.gif,Hearth,Snow,Normal,Beret,Bandana,Acorn
286,Foxin #286,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,286.gif,Dusk,Snow,Wink,Leaf,None,Lantern
287,Foxin #287,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,287.gif,Dusk,Maple,Pout,None,Bandana,None
288,Foxin #288,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,288.gif,Dusk,Snow,Grin,None,Scarf,Lantern
289,Foxin #289,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,289.gif,Dusk,Dusk,Blep,Beret,Bandana,Acorn
290,Foxin #290,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,290.gif,Snow,Dusk,Pout,None,Scarf,None
291,Foxin #291,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,291.gif,Peach,Snow,Wink,None,None,None
292,Foxin #292,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,292.gif,Snow,Maple,Sleepy,Cap,None,Acorn
293,Foxin #293,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,293.gif,Peach,Maple,Sparkly,Flower,Bandana,None
294,Foxin #294,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,294.gif,Peach,Maple,Pout,Flower,Scarf,Leaf
295,Foxin #295,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,295.gif,Dusk,Maple,Blep,Beret,Bell,Acorn
296,Foxin #296,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,296.gif,Peach,Maple,Sleepy,Beret,Scarf,Acorn
297,Foxin #297,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,297.gif,Snow,Maple,Sleepy,Leaf,Bandana,None
298,Foxin #298,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,298.gif,Snow,Maple,Normal,Beret,None,None
299,Foxin #299,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,299.gif,Peach,Dusk,Sleepy,Beret,None,Acorn
300,Foxin #300,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,300.gif,Hearth,Dusk,Sleepy,Leaf,None,Acorn
301,Foxin #301,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,301.gif,Dusk,Maple,Normal,Flower,Bell,Acorn
