tokenID,name,description,file_name,attributes[Stage],attributes[Lights],attributes[Cast],attributes[Face],attributes[Fit],attributes[Prop]
150,Boogie #150,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,150.gif,Neon Alley,Disco Glints,Lime Frog,Hype,Visor,Boombox
151,Boogie #151,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,151.gif,Backyard Jam,Confetti Burst,Indigo Bird,Cool,Chain,None
152,Boogie #152,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,152.gif,Neon Alley,None,Lime Frog,Hype,Hoodie,Trophy
153,Boogie #153,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,153.gif,Dance Floor,Disco Glints,Peach Cat,Focused,Headphones,Mic
154,Boogie #154,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,154.gif,Dance Floor,None,Chrome Robot,Grin,Jacket,Drink
155,Boogie #155,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,155.gif,Dance Floor,Disco Glints,Cream Bunny,Hype,Headphones,Trophy
156,Boogie #156,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,156.gif,Neon Alley,None,Teal Frog,Cool,None,None
157,Boogie #157,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,157.gif,Neon Alley,None,Teal Frog,Wink,None,Glow Sticks
158,Boogie #158,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,158.gif,Club Booth,None,Grape Blob,Party Scream,Hoodie,Boombox
159,Boogie #159,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,159.gif,Disco Hall,None,Lime Frog,Grin,Jacket,Mic
160,Boogie #160,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,160.gif,Disco Hall,None,Canary Bird,Party Scream,None,Vinyl
161,Boogie #161,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,161.gif,Warehouse Rave,Spotlights,Lime Frog,Focused,None,Boombox
162,Boogie #162,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,162.gif,Club Booth,Spotlights,Lime Frog,Cool,Hoodie,None
163,Boogie #163,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,163.gif,Dance Floor,Spotlights,Lime Frog,Hype,Visor,None
164,Boogie #164,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,164.gif,Disco Hall,Disco Glints,Canary Bird,Grin,Shades,Vinyl
165,Boogie #165,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,165.gif,Club Booth,Neon Glow,Teal Frog,Tongue Out,Hoodie,Mic
166,Boogie #166,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,166.gif,Backyard Jam,Disco Glints,Teal Frog,Cool,Shades,None
167,Boogie #167,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,167.gif,Dance Floor,None,Canary Bird,Tongue Out,Headphones,None
168,Boogie #168,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,168.gif,Dance Floor,Disco Glints,Blush Pig,Hype,Headphones,Drink
169,Boogie #169,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,169.gif,Neon Alley,None,Lime Frog,Wink,Hoodie,Boombox
170,Boogie #170,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,170.gif,Backyard Jam,Confetti Burst,Mango Blob,Cool,None,Boombox
171,Boogie #171,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,171.gif,Backyard Jam,Beat Rings,Lime Frog,Wink,Shades,None
172,Boogie #172,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,172.gif,Warehouse Rave,Disco Glints,Canary Bird,Grin,Jacket,None
173,Boogie #173,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,173.gif,Disco Hall,None,Candy Robot,Hype,Chain,Glow Sticks
174,Boogie #174,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,174.gif,Warehouse Rave,Beat Rings,Chrome Robot,Tongue Out,Jacket,Boombox
175,Boogie #175,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,175.gif,Neon Alley,Disco Glints,Cream Bunny,Heart Eyes,Hoodie,Mic
176,Boogie #176,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,176.gif,Club Booth,None,Grape Blob,Focused,Shades,Boombox
177,Boogie #177,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,177.gif,Disco Hall,None,Mango Blob,Tongue Out,Jacket,None
178,Boogie #178,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,178.gif,Backyard Jam,None,Teal Frog,Wink,Jacket,Mic
179,Boogie #179,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,179.gif,Neon Alley,None,Teal Frog,Tongue Out,Shades,Drink
180,Boogie #180,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,180.gif,Disco Hall,Confetti Burst,Indigo Bird,Wink,Headphones,Vinyl
181,Boogie #181,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,181.gif,Dance Floor,Neon Glow,Chrome Robot,Party Scream,Headphones,Glow Sticks
182,Boogie #182,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,182.gif,Neon Alley,None,Mango Blob,Wink,Jacket,Mic
183,Boogie #183,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,183.gif,Disco Hall,Beat Rings,Lime Frog,Heart Eyes,Jacket,Vinyl
184,Boogie #184,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,184.gif,Neon Alley,None,Candy Robot,Hype,Headphones,Mic
185,Boogie #185,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,185.gif,Club Booth,Neon Glow,Canary Bird,Cool,Jacket,None
186,Boogie #186,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,186.gif,Dance Floor,Neon Glow,Teal Frog,Hype,Chain,Trophy
187,Boogie #187,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,187.gif,Club Booth,None,Grape Blob,Hype,None,Mic
188,Boogie #188,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,188.gif,Warehouse Rave,None,Midnight Cat,Grin,Chain,Boombox
189,Boogie #189,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,189.gif,Dance Floor,Disco Glints,Chrome Robot,Focused,Hoodie,Mic
190,Boogie #190,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,190.gif,Disco Hall,Disco Glints,Mango Blob,Grin,Headphones,Mic
191,Boogie #191,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,191.gif,Disco Hall,None,Peach Cat,Tongue Out,Jacket,Drink
192,Boogie #192,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,192.gif,Club Booth,None,Blush Pig,Grin,Hoodie,None
193,Boogie #193,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,193.gif,Disco Hall,None,Chrome Robot,Heart Eyes,None,Drink
194,Boogie #194,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,194.gif,Rooftop Party,Confetti Burst,Indigo Bird,Cool,None,None
195,Boogie #195,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,195.gif,Backyard Jam,Confetti Burst,Teal Frog,Tongue Out,None,Mic
196,Boogie #196,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,196.gif,Club Booth,Spotlights,Peach Cat,Hype,Chain,None
197,Boogie #197,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,197.gif,Disco Hall,None,Teal Frog,Tongue Out,Shades,Glow Sticks
198,Boogie #198,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,198.gif,Dance Floor,Confetti Burst,Canary Bird,Wink,Hoodie,Boombox
199,Boogie #199,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,199.gif,Disco Hall,Beat Rings,Canary Bird,Cool,Headphones,Boombox
200,Boogie #200,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,200.gif,Warehouse Rave,Confetti Burst,Grape Blob,Tongue Out,Jacket,Glow Sticks
201,Boogie #201,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,201.gif,Backyard Jam,Neon Glow,Peach Cat,Cool,Headphones,Glow Sticks
202,Boogie #202,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,202.gif,Rooftop Party,None,Mango Blob,Wink,Shades,Boombox
203,Boogie #203,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,203.gif,Disco Hall,None,Chrome Robot,Grin,Headphones,Trophy
204,Boogie #204,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,204.gif,Disco Hall,Confetti Burst,Chrome Robot,Heart Eyes,None,None
205,Boogie #205,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,205.gif,Backyard Jam,Neon Glow,Blush Pig,Heart Eyes,Chain,Glow Sticks
206,Boogie #206,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,206.gif,Club Booth,Beat Rings,Grape Blob,Cool,Visor,None
207,Boogie #207,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,207.gif,Disco Hall,Confetti Burst,Grape Blob,Wink,Headphones,None
208,Boogie #208,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,208.gif,Dance Floor,Neon Glow,Blush Pig,Hype,Jacket,Drink
209,Boogie #209,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,209.gif,Warehouse Rave,Disco Glints,Peach Cat,Party Scream,None,Drink
210,Boogie #210,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,210.gif,Club Booth,Disco Glints,Midnight Cat,Hype,Shades,Boombox
211,Boogie #211,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,211.gif,Dance Floor,Neon Glow,Lime Frog,Cool,None,Drink
212,Boogie #212,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,212.gif,Rooftop Party,Neon Glow,Candy Robot,Wink,Jacket,Boombox
213,Boogie #213,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,213.gif,Dance Floor,None,Mango Blob,Hype,Headphones,Trophy
214,Boogie #214,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,214.gif,Disco Hall,Neon Glow,Lime Frog,Heart Eyes,Visor,None
215,Boogie #215,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,215.gif,Disco Hall,Neon Glow,Mango Blob,Focused,Visor,Vinyl
216,Boogie #216,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,216.gif,Club Booth,Neon Glow,Mango Blob,Tongue Out,Headphones,None
217,Boogie #217,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,217.gif,Dance Floor,Disco Glints,Mango Blob,Wink,Hoodie,Mic
218,Boogie #218,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,218.gif,Neon Alley,Neon Glow,Lime Frog,Wink,Chain,None
219,Boogie #219,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,219.gif,Club Booth,Spotlights,Mango Blob,Wink,Hoodie,None
220,Boogie #220,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,220.gif,Backyard Jam,Confetti Burst,Indigo Bird,Wink,Shades,None
221,Boogie #221,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,221.gif,Dance Floor,Disco Glints,Indigo Bird,Grin,None,None
222,Boogie #222,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,222.gif,Disco Hall,Disco Glints,Chrome Robot,Focused,Visor,Drink
223,Boogie #223,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,223.gif,Disco Hall,Spotlights,Grape Blob,Wink,Hoodie,Drink
224,Boogie #224,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,224.gif,Warehouse Rave,Spotlights,Peach Cat,Hype,Hoodie,None
225,Boogie #225,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,225.gif,Warehouse Rave,Confetti Burst,Candy Robot,Tongue Out,None,Drink
226,Boogie #226,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,226.gif,Warehouse Rave,Spotlights,Teal Frog,Hype,Shades,Boombox
227,Boogie #227,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,227.gif,Disco Hall,Disco Glints,Teal Frog,Hype,None,None
228,Boogie #228,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,228.gif,Warehouse Rave,None,Candy Robot,Cool,Chain,Mic
229,Boogie #229,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,229.gif,Neon Alley,None,Mango Blob,Tongue Out,None,Drink
230,Boogie #230,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,230.gif,Neon Alley,Disco Glints,Teal Frog,Party Scream,Headphones,Glow Sticks
231,Boogie #231,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,231.gif,Dance Floor,Spotlights,Lime Frog,Tongue Out,Visor,Drink
232,Boogie #232,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,232.gif,Disco Hall,Spotlights,Indigo Bird,Tongue Out,Headphones,Mic
233,Boogie #233,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,233.gif,Backyard Jam,Spotlights,Peach Cat,Focused,Jacket,Mic
234,Boogie #234,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,234.gif,Neon Alley,Confetti Burst,Peach Cat,Hype,Jacket,None
235,Boogie #235,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,235.gif,Dance Floor,Confetti Burst,Candy Robot,Heart Eyes,Headphones,Mic
236,Boogie #236,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,236.gif,Rooftop Party,None,Mango Blob,Party Scream,None,None
237,Boogie #237,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,237.gif,Rooftop Party,Spotlights,Mango Blob,Hype,Jacket,Boombox
238,Boogie #238,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,238.gif,Rooftop Party,Disco Glints,Mango Blob,Cool,None,Trophy
239,Boogie #239,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,239.gif,Backyard Jam,Spotlights,Candy Robot,Tongue Out,Shades,Vinyl
240,Boogie #240,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,240.gif,Dance Floor,Spotlights,Canary Bird,Hype,Visor,Mic
241,Boogie #241,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,241.gif,Backyard Jam,None,Peach Cat,Hype,Headphones,None
242,Boogie #242,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,242.gif,Club Booth,Beat Rings,Canary Bird,Wink,Chain,Trophy
243,Boogie #243,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,243.gif,Disco Hall,Spotlights,Cream Bunny,Wink,Chain,None
244,Boogie #244,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,244.gif,Neon Alley,Disco Glints,Candy Robot,Party Scream,Headphones,Mic
245,Boogie #245,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,245.gif,Neon Alley,None,Lime Frog,Hype,Jacket,None
246,Boogie #246,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,246.gif,Warehouse Rave,Confetti Burst,Peach Cat,Grin,None,Vinyl
247,Boogie #247,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,247.gif,Disco Hall,Confetti Burst,Indigo Bird,Party Scream,Visor,None
248,Boogie #248,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,248.gif,Dance Floor,Neon Glow,Midnight Cat,Wink,None,None
249,Boogie #249,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,249.gif,Neon Alley,Beat Rings,Peach Cat,Grin,Headphones,Glow Sticks
250,Boogie #250,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,250.gif,Club Booth,None,Blush Pig,Heart Eyes,Shades,Mic
251,Boogie #251,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,251.gif,Backyard Jam,Neon Glow,Midnight Cat,Party Scream,None,Trophy
252,Boogie #252,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,252.gif,Warehouse Rave,Disco Glints,Midnight Cat,Wink,Visor,Mic
253,Boogie #253,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,253.gif,Neon Alley,Confetti Burst,Lime Frog,Focused,Hoodie,Drink
254,Boogie #254,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,254.gif,Rooftop Party,Confetti Burst,Blush Pig,Tongue Out,None,Drink
255,Boogie #255,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,255.gif,Dance Floor,Neon Glow,Canary Bird,Hype,Chain,None
