tokenID,name,description,file_name,attributes[Atmosphere],attributes[Complexion],attributes[Tailoring],attributes[Coiffure],attributes[Visage],attributes[Cadence],attributes[Adornment],attributes[Signal]
84,Street Heir #84,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",84.png,Violet Broadcast,Sienna / Soft Jaw,Ribbed Turtleneck,Durag Tails,Soft Blink,Gap Grin,Gold Hoops,Orbit Lines
85,Street Heir #85,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",85.png,Crimson Check,Copper / High Cheek,Patched Denim,Sculpted Twists,Future Visor,Fine Mustache,Silver Studs,Double Exposure
86,Street Heir #86,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",86.png,Cobalt Sun,Warm Beige / Heart,Quilted Vest,Temple Fade,Joy Lines,Short Beard,Silver Studs,Corner Stamps
87,Street Heir #87,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",87.png,Cobalt Sun,Warm Beige / Heart,Football Knit,Sculpted Twists,Side Eye,Gap Grin,Silver Studs,Type Bars
88,Street Heir #88,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",88.png,Jade Arc,Copper / High Cheek,Heavy Hoodie,High Puff,Amber Shades,Chin Stripe,Studio Cans,Double Exposure
89,Street Heir #89,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",89.png,Cobalt Sun,Golden Brown / Tapered,Football Knit,Bandana Curls,Soft Blink,Chin Stripe,Curb Chain,Halftone Veil
90,Street Heir #90,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",90.png,Acid Window,Warm Beige / Heart,Track Panel,Wave Crop,Star Liner,Silver Tooth,Silver Studs,Halftone Veil
91,Street Heir #91,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",91.png,Amber Blocks,Olive / Square,Signal Bomber,Box Braids,Joy Lines,Silver Tooth,Safety Pin,Offset Halo
92,Street Heir #92,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",92.png,Paper Blue,Warm Beige / Heart,Longline Coat,Box Braids,Star Liner,Fine Mustache,Nose Ring,Halftone Veil
93,Street Heir #93,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",93.png,Amber Blocks,Golden Brown / Tapered,Football Knit,Wave Crop,Steady,Half Smile,Curb Chain,Crop Code
94,Street Heir #94,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",94.png,Jade Arc,Sienna / Soft Jaw,Football Knit,Loc Crown,Clear Frames,Silver Tooth,Silver Studs,Offset Halo
95,Street Heir #95,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",95.png,Amber Blocks,Warm Beige / Heart,Ribbed Turtleneck,Durag Tails,Joy Lines,Silver Tooth,Gold Hoops,Type Bars
96,Street Heir #96,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",96.png,Midnight Grid,Copper / High Cheek,Longline Coat,Buzz Design,Joy Lines,Chin Stripe,Ear Cuff,Orbit Lines
97,Street Heir #97,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",97.png,Jade Arc,Warm Beige / Heart,Ribbed Turtleneck,Bandana Curls,Soft Blink,Chin Stripe,Gold Hoops,Corner Stamps
98,Street Heir #98,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",98.png,Cobalt Sun,Mahogany / Broad,Track Panel,Temple Fade,Star Liner,Calm,Ear Cuff,Offset Halo
99,Street Heir #99,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",99.png,Amber Blocks,Warm Beige / Heart,Quilted Vest,Loc Crown,Steady,Gap Grin,Curb Chain,Halftone Veil
100,Street Heir #100,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",100.png,Amber Blocks,Warm Beige / Heart,Patched Denim,Loc Crown,Star Liner,Silver Tooth,Gold Hoops,Halftone Veil
101,Street Heir #101,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",101.png,Violet Broadcast,Mahogany / Broad,Ribbed Turtleneck,Beanie Coils,Clear Frames,Short Beard,Nose Ring,Offset Halo
102,Street Heir #102,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",102.png,Violet Broadcast,Copper / High Cheek,Ribbed Turtleneck,Beanie Coils,Soft Blink,Calm,Silver Studs,Double Exposure
103,Street Heir #103,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",103.png,Cobalt Sun,Mahogany / Broad,Signal Bomber,Sculpted Twists,Joy Lines,Fine Mustache,Silver Studs,Prism Slice
104,Street Heir #104,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",104.png,Cobalt Sun,Copper / High Cheek,Patched Denim,Box Braids,Joy Lines,Half Smile,Pearl Line,Prism Slice
105,Street Heir #105,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",105.png,Paper Blue,Cool Porcelain / Long,Signal Bomber,Durag Tails,Steady,Calm,Silver Studs,Corner Stamps
106,Street Heir #106,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",106.png,Acid Window,Warm Beige / Heart,Varsity Archive,Buzz Design,Soft Blink,Gap Grin,Silver Studs,Corner Stamps
107,Street Heir #107,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",107.png,Cobalt Sun,Cool Porcelain / Long,Varsity Archive,Temple Fade,Clear Frames,Calm,Studio Cans,Prism Slice
108,Street Heir #108,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",108.png,Cobalt Sun,Copper / High Cheek,Heavy Hoodie,Sculpted Twists,Soft Blink,Gap Grin,Ear Cuff,Offset Halo
109,Street Heir #109,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",109.png,Paper Blue,Cool Porcelain / Long,Football Knit,Box Braids,Joy Lines,Silver Tooth,Ear Cuff,Crop Code
110,Street Heir #110,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",110.png,Jade Arc,Copper / High Cheek,Longline Coat,Beanie Coils,Steady,Calm,Nose Ring,Offset Halo
111,Street Heir #111,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",111.png,Amber Blocks,Deep Umber / Angular,Ribbed Turtleneck,Temple Fade,Soft Blink,Fine Mustache,Nose Ring,Type Bars
112,Street Heir #112,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",112.png,Acid Window,Golden Brown / Tapered,Patched Denim,Bandana Curls,Steady,Silver Tooth,Safety Pin,Type Bars
113,Street Heir #113,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",113.png,Cobalt Sun,Olive / Square,Ribbed Turtleneck,Temple Fade,Joy Lines,Short Beard,Nose Ring,Halftone Veil
114,Street Heir #114,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",114.png,Acid Window,Warm Beige / Heart,Heavy Hoodie,Bandana Curls,Joy Lines,Short Beard,Gold Hoops,Type Bars
115,Street Heir #115,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",115.png,Amber Blocks,Warm Beige / Heart,Patched Denim,Wave Crop,Amber Shades,Calm,Studio Cans,Crop Code
116,Street Heir #116,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",116.png,Midnight Grid,Deep Umber / Angular,Quilted Vest,Bandana Curls,Star Liner,Half Smile,Studio Cans,Offset Halo
117,Street Heir #117,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",117.png,Midnight Grid,Deep Umber / Angular,Patched Denim,Loc Crown,Steady,Berry Gloss,Gold Hoops,Crop Code
118,Street Heir #118,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",118.png,Cobalt Sun,Warm Beige / Heart,Heavy Hoodie,High Puff,Joy Lines,Half Smile,Pearl Line,Pixel Flare
119,Street Heir #119,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",119.png,Jade Arc,Cool Porcelain / Long,Workwear Blue,Box Braids,Side Eye,Calm,Pearl Line,Crop Code
120,Street Heir #120,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",120.png,Violet Broadcast,Deep Umber / Angular,Varsity Archive,Beanie Coils,Side Eye,Gap Grin,Pearl Line,Crop Code
121,Street Heir #121,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",121.png,Midnight Grid,Mahogany / Broad,Heavy Hoodie,High Puff,Soft Blink,Fine Mustache,Gold Hoops,Crop Code
122,Street Heir #122,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",122.png,Jade Arc,Copper / High Cheek,Football Knit,High Puff,Steady,Fine Mustache,Pearl Line,Sound Wave
123,Street Heir #123,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",123.png,Amber Blocks,Deep Umber / Angular,Heavy Hoodie,Loc Crown,Side Eye,Gap Grin,Ear Cuff,Type Bars
